time,gFx,gFy,gFz,TgF
0.007000,0.1878,-0.3123,0.5787,0.684
0.007000,0.1885,-0.3142,0.6224,0.722
0.008000,0.1895,-0.3179,0.6678,0.763
0.008000,0.1904,-0.3218,0.7144,0.806
0.009000,0.1892,-0.3257,0.7535,0.842
0.009000,0.1875,-0.3274,0.7930,0.878
0.009000,0.1856,-0.3313,0.8311,0.914
0.010000,0.1853,-0.3355,0.8680,0.949
0.010000,0.1812,-0.3409,0.9032,0.982
0.010000,0.1778,-0.3450,0.9315,1.009
0.011000,0.1724,-0.3477,0.9601,1.036
0.011000,0.1680,-0.3528,0.9830,1.058
0.011000,0.1621,-0.3565,0.9942,1.069
0.012000,0.1568,-0.3631,1.0101,1.085
0.012000,0.1526,-0.3670,1.0204,1.095
0.012000,0.1506,-0.3719,1.0274,1.103
0.013000,0.1514,-0.3777,1.0353,1.112
0.013000,0.1499,-0.3814,1.0421,1.120
0.013000,0.1487,-0.3863,1.0450,1.124
0.014000,0.1492,-0.3890,1.0511,1.131
0.014000,0.1502,-0.3899,1.0631,1.142
0.018000,0.1519,-0.3926,1.0799,1.159
0.022000,0.1553,-0.3929,1.1007,1.179
0.023000,0.1572,-0.3931,1.1190,1.196
0.024000,0.1568,-0.3921,1.1273,1.204
0.026000,0.1580,-0.3916,1.1295,1.206
0.044000,0.1580,-0.3904,1.1261,1.202
0.045000,0.1572,-0.3863,1.1188,1.194
0.046000,0.1602,-0.3875,1.1078,1.184
0.046000,0.1643,-0.3858,1.0929,1.171
0.046000,0.1675,-0.3855,1.0755,1.155
0.047000,0.1695,-0.3850,1.0548,1.136
0.047000,0.1707,-0.3829,1.0328,1.115
0.048000,0.1731,-0.3824,1.0096,1.093
0.048000,0.1756,-0.3816,0.9906,1.076
0.049000,0.1790,-0.3797,0.9635,1.051
0.060000,0.1829,-0.3741,0.9354,1.024
0.060000,0.1890,-0.3687,0.9093,0.999
0.061000,0.1948,-0.3616,0.8819,0.973
0.061000,0.1970,-0.3553,0.8575,0.949
0.061000,0.1997,-0.3472,0.8336,0.925
0.064000,0.2031,-0.3413,0.8131,0.905
0.065000,0.2063,-0.3343,0.7957,0.887
0.067000,0.2114,-0.3306,0.7806,0.874
0.074000,0.2183,-0.3233,0.7679,0.861
0.075000,0.2222,-0.3162,0.7581,0.851
0.075000,0.2266,-0.3116,0.7511,0.844
0.077000,0.2334,-0.3074,0.7464,0.840
0.079000,0.2400,-0.3052,0.7447,0.840
0.081000,0.2447,-0.3018,0.7469,0.842
0.084000,0.2495,-0.2981,0.7498,0.845
0.087000,0.2532,-0.2969,0.7547,0.850
0.089000,0.2530,-0.2959,0.7594,0.853
0.091000,0.2520,-0.2952,0.7659,0.859
0.093000,0.2510,-0.2945,0.7745,0.866
0.096000,0.2481,-0.2952,0.7791,0.869
0.098000,0.2459,-0.2979,0.7865,0.876
0.100000,0.2417,-0.2974,0.7940,0.882
0.109000,0.2371,-0.2962,0.8009,0.886
0.110000,0.2310,-0.2974,0.8114,0.894
0.110000,0.2273,-0.2969,0.8231,0.904
0.110000,0.2227,-0.2942,0.8346,0.912
0.112000,0.2212,-0.2920,0.8495,0.925
0.115000,0.2207,-0.2886,0.8614,0.935
0.117000,0.2239,-0.2915,0.8726,0.947
0.124000,0.2266,-0.2957,0.8812,0.957
0.124000,0.2307,-0.2989,0.8846,0.962
0.125000,0.2332,-0.3018,0.8846,0.963
0.128000,0.2342,-0.3098,0.8827,0.964
0.129000,0.2322,-0.3179,0.8788,0.963
0.131000,0.2300,-0.3247,0.8736,0.960
0.134000,0.2283,-0.3311,0.8700,0.958
0.137000,0.2249,-0.3365,0.8670,0.957
0.139000,0.2234,-0.3406,0.8658,0.957
0.143000,0.2222,-0.3428,0.8707,0.962
0.145000,0.2200,-0.3460,0.8766,0.968
0.146000,0.2158,-0.3496,0.8829,0.974
0.148000,0.2100,-0.3545,0.8934,0.984
0.152000,0.2046,-0.3599,0.9068,0.997
0.152000,0.1985,-0.3650,0.9210,1.010
0.159000,0.1895,-0.3662,0.9403,1.027
0.160000,0.1836,-0.3667,0.9591,1.043
0.160000,0.1734,-0.3623,0.9730,1.053
0.162000,0.1619,-0.3589,0.9750,1.051
0.165000,0.1465,-0.3577,0.9674,1.042
0.167000,0.1358,-0.3592,0.9530,1.027
0.170000,0.1284,-0.3636,0.9330,1.009
0.176000,0.1235,-0.3658,0.9129,0.991
0.190000,0.1270,-0.3697,0.9000,0.981
0.191000,0.1340,-0.3741,0.8893,0.974
0.192000,0.1458,-0.3763,0.8831,0.971
0.192000,0.1599,-0.3785,0.8790,0.970
0.193000,0.1734,-0.3804,0.8814,0.976
0.193000,0.1858,-0.3789,0.8849,0.980
0.194000,0.1966,-0.3804,0.8990,0.996
0.197000,0.2083,-0.3775,0.9193,1.015
0.198000,0.2156,-0.3716,0.9435,1.037
0.204000,0.2117,-0.3528,0.9654,1.049
0.204000,0.2036,-0.3345,0.9823,1.057
0.206000,0.1878,-0.3098,1.0028,1.066
0.223000,0.1763,-0.2854,1.0296,1.083
0.224000,0.1712,-0.2783,1.0362,1.087
0.225000,0.1729,-0.2813,1.0211,1.073
0.226000,0.1743,-0.2864,0.9950,1.050
0.227000,0.1729,-0.2925,0.9740,1.032
0.230000,0.1716,-0.2984,0.9476,1.008
0.232000,0.1734,-0.3035,0.9281,0.992
0.233000,0.1821,-0.3123,0.9134,0.982
0.234000,0.1992,-0.3250,0.8993,0.977
0.237000,0.2163,-0.3374,0.8907,0.977
0.237000,0.2346,-0.3509,0.8863,0.982
0.238000,0.2542,-0.3604,0.8841,0.988
0.239000,0.2659,-0.3650,0.8819,0.991
0.240000,0.2718,-0.3677,0.8802,0.992
0.240000,0.2469,-0.3479,0.8768,0.975
0.241000,0.2039,-0.3208,0.8795,0.958
0.241000,0.1834,-0.3064,0.8895,0.959
0.242000,0.1868,-0.3003,0.9100,0.976
0.248000,0.2078,-0.3042,0.9425,1.012
0.248000,0.2349,-0.3150,0.9845,1.060
0.249000,0.2583,-0.3264,1.0211,1.103
0.251000,0.2718,-0.3382,1.0624,1.148
0.253000,0.2771,-0.3516,1.0963,1.184
0.257000,0.2788,-0.3660,1.1210,1.212
0.258000,0.2783,-0.3819,1.1339,1.228
0.261000,0.2783,-0.3977,1.1393,1.238
0.263000,0.2798,-0.4141,1.1341,1.239
0.266000,0.2793,-0.4297,1.1254,1.237
0.267000,0.2781,-0.4434,1.1117,1.229
0.271000,0.2801,-0.4593,1.1051,1.229
0.273000,0.2823,-0.4781,1.1056,1.237
0.275000,0.2864,-0.4957,1.1058,1.245
0.277000,0.2910,-0.5132,1.1095,1.257
0.280000,0.2962,-0.5313,1.1080,1.264
0.282000,0.2991,-0.5506,1.1041,1.270
0.284000,0.3008,-0.5660,1.0980,1.271
0.287000,0.3013,-0.5792,1.0878,1.269
0.289000,0.2979,-0.5899,1.0741,1.261
0.292000,0.2881,-0.5994,1.0560,1.248
0.295000,0.2774,-0.6033,1.0399,1.234
0.297000,0.2617,-0.6036,1.0223,1.216
0.299000,0.2420,-0.6002,1.0108,1.200
0.301000,0.2207,-0.5904,1.0016,1.183
0.313000,0.1997,-0.5762,0.9925,1.165
0.314000,0.1748,-0.5550,0.9898,1.148
0.314000,0.1502,-0.5272,0.9818,1.124
0.315000,0.1257,-0.4930,0.9752,1.100
0.315000,0.1050,-0.4554,0.9671,1.074
0.316000,0.0840,-0.4124,0.9588,1.047
0.317000,0.0628,-0.3694,0.9491,1.020
0.322000,0.0469,-0.3247,0.9283,0.985
0.325000,0.0376,-0.2849,0.9012,0.946
0.325000,0.0308,-0.2473,0.8678,0.903
0.329000,0.0247,-0.2161,0.8311,0.859
0.330000,0.0212,-0.1873,0.7918,0.814
0.332000,0.0176,-0.1643,0.7596,0.777
0.334000,0.0176,-0.1441,0.7425,0.757
0.339000,0.0271,-0.1275,0.7345,0.746
0.340000,0.0415,-0.1170,0.7418,0.752
0.341000,0.0564,-0.1060,0.7530,0.763
0.344000,0.0720,-0.0955,0.7725,0.782
0.346000,0.0813,-0.0864,0.7930,0.802
0.349000,0.0850,-0.0779,0.8131,0.821
0.351000,0.0842,-0.0703,0.8358,0.843
0.354000,0.0772,-0.0635,0.8563,0.862
0.356000,0.0635,-0.0601,0.8744,0.879
0.358000,0.0493,-0.0564,0.8861,0.889
0.360000,0.0337,-0.0571,0.8939,0.896
0.363000,0.0146,-0.0640,0.8963,0.899
0.365000,0.0017,-0.0708,0.8958,0.899
0.367000,-0.0117,-0.0801,0.8907,0.894
0.371000,-0.0230,-0.0913,0.8851,0.890
0.373000,-0.0288,-0.1069,0.8792,0.886
0.374000,-0.0266,-0.1221,0.8700,0.879
0.377000,-0.0217,-0.1380,0.8602,0.871
0.380000,-0.0181,-0.1524,0.8531,0.867
0.382000,-0.0198,-0.1677,0.8531,0.870
0.384000,-0.0244,-0.1814,0.8629,0.882
0.390000,-0.0452,-0.1861,0.8963,0.917
0.391000,-0.0513,-0.1953,0.9481,0.969
0.392000,-0.0557,-0.2080,0.9986,1.022
0.393000,-0.0640,-0.2212,1.0514,1.076
0.396000,-0.0718,-0.2381,1.1017,1.129
0.398000,-0.0818,-0.2539,1.1446,1.175
0.400000,-0.0950,-0.2713,1.1774,1.212
0.403000,-0.1101,-0.2888,1.2040,1.243
0.414000,-0.1260,-0.3052,1.2225,1.266
0.415000,-0.1382,-0.3218,1.2333,1.282
0.416000,-0.1480,-0.3404,1.2389,1.293
0.416000,-0.1580,-0.3577,1.2369,1.297
0.417000,-0.1648,-0.3743,1.2328,1.299
0.417000,-0.1687,-0.3870,1.2296,1.300
0.423000,-0.1707,-0.3982,1.2335,1.307
0.427000,-0.1721,-0.4090,1.2445,1.321
0.429000,-0.1751,-0.4126,1.2606,1.338
0.430000,-0.1741,-0.4173,1.2709,1.349
0.431000,-0.1768,-0.4163,1.2743,1.352
0.431000,-0.1763,-0.4124,1.2655,1.343
0.433000,-0.1719,-0.4068,1.2457,1.322
0.436000,-0.1673,-0.3985,1.2164,1.291
0.444000,-0.1629,-0.3882,1.1842,1.257
0.449000,-0.1472,-0.3748,1.1456,1.214
0.450000,-0.1209,-0.3616,1.1085,1.172
0.451000,-0.0977,-0.3499,1.0694,1.129
0.452000,-0.0769,-0.3357,1.0314,1.087
0.453000,-0.0525,-0.3245,0.9979,1.051
0.453000,-0.0356,-0.3147,0.9742,1.024
0.457000,-0.0293,-0.3028,0.9422,0.990
0.458000,-0.0408,-0.2864,0.9093,0.954
0.459000,-0.0610,-0.2666,0.8722,0.914
0.462000,-0.0779,-0.2476,0.8319,0.871
0.464000,-0.0864,-0.2300,0.7984,0.835
0.467000,-0.0855,-0.2127,0.7760,0.809
0.469000,-0.0781,-0.1922,0.7669,0.794
0.472000,-0.0691,-0.1758,0.7664,0.789
0.473000,-0.0579,-0.1594,0.7725,0.791
0.476000,-0.0493,-0.1467,0.7782,0.793
0.478000,-0.0354,-0.1362,0.7813,0.794
0.480000,-0.0183,-0.1265,0.7796,0.790
0.483000,0.0010,-0.1189,0.7735,0.783
0.485000,0.0137,-0.1138,0.7652,0.774
0.490000,0.0303,-0.1101,0.7559,0.765
0.490000,0.0464,-0.1099,0.7459,0.755
0.492000,0.0591,-0.1077,0.7354,0.746
0.495000,0.0674,-0.1045,0.7252,0.736
0.497000,0.0759,-0.1013,0.7169,0.728
0.500000,0.0806,-0.0916,0.7130,0.723
0.502000,0.0877,-0.0789,0.7103,0.720
0.514000,0.0901,-0.0657,0.7049,0.714
0.514000,0.0923,-0.0618,0.7003,0.709
0.515000,0.0964,-0.0628,0.6983,0.708
0.515000,0.1077,-0.0628,0.6981,0.709
0.516000,0.1184,-0.0667,0.7039,0.717
0.516000,0.1304,-0.0728,0.7117,0.727
0.518000,0.1389,-0.0845,0.7247,0.743
0.522000,0.1453,-0.0969,0.7501,0.770
0.527000,0.1497,-0.1094,0.7901,0.812
0.528000,0.1511,-0.1231,0.8404,0.863
0.534000,0.1526,-0.1353,0.8978,0.921
0.535000,0.1541,-0.1448,0.9525,0.976
0.535000,0.1504,-0.1524,0.9935,1.016
0.536000,0.1423,-0.1565,1.0250,1.047
0.545000,0.1306,-0.1599,1.0465,1.067
0.546000,0.1128,-0.1629,1.0607,1.079
0.547000,0.0996,-0.1636,1.0721,1.089
0.548000,0.0906,-0.1629,1.0829,1.099
0.549000,0.0823,-0.1621,1.0943,1.109
0.550000,0.0681,-0.1607,1.1022,1.116
0.551000,0.0496,-0.1587,1.1051,1.118
0.555000,0.0298,-0.1587,1.1005,1.112
0.556000,0.0105,-0.1570,1.0963,1.108
0.558000,-0.0015,-0.1577,1.0975,1.109
0.561000,-0.0146,-0.1577,1.1041,1.115
0.563000,-0.0247,-0.1597,1.1161,1.128
0.567000,-0.0310,-0.1587,1.1298,1.141
0.568000,-0.0330,-0.1577,1.1410,1.152
0.573000,-0.0313,-0.1580,1.1473,1.159
0.575000,-0.0291,-0.1560,1.1456,1.157
0.575000,-0.0256,-0.1543,1.1361,1.147
0.578000,-0.0195,-0.1516,1.1190,1.129
0.581000,-0.0159,-0.1480,1.0936,1.104
0.583000,-0.0107,-0.1433,1.0663,1.076
0.585000,-0.0054,-0.1372,1.0394,1.048
0.587000,-0.0010,-0.1328,1.0096,1.018
0.591000,0.0024,-0.1277,0.9889,0.997
0.592000,0.0034,-0.1228,0.9603,0.968
0.594000,0.0042,-0.1196,0.9342,0.942
0.598000,0.0029,-0.1192,0.9049,0.913
0.599000,-0.0020,-0.1174,0.8763,0.884
0.601000,-0.0051,-0.1201,0.8490,0.857
0.617000,-0.0071,-0.1231,0.8243,0.833
0.618000,-0.0078,-0.1233,0.8016,0.811
0.619000,-0.0039,-0.1262,0.7796,0.790
0.620000,-0.0007,-0.1306,0.7598,0.771
0.621000,0.0007,-0.1355,0.7471,0.759
0.622000,0.0046,-0.1428,0.7479,0.761
0.623000,0.0051,-0.1519,0.7574,0.772
0.623000,0.0022,-0.1555,0.7762,0.792
0.624000,-0.0049,-0.1582,0.7950,0.811
0.640000,-0.0156,-0.1599,0.8106,0.826
0.640000,-0.0313,-0.1580,0.8209,0.837
0.640000,-0.0457,-0.1516,0.8324,0.847
0.641000,-0.0523,-0.1397,0.8426,0.856
0.641000,-0.0542,-0.1245,0.8553,0.866
0.641000,-0.0547,-0.1135,0.8621,0.871
0.642000,-0.0564,-0.1050,0.8641,0.872
0.642000,-0.0586,-0.0979,0.8651,0.873
0.645000,-0.0608,-0.0930,0.8653,0.872
0.647000,-0.0669,-0.0877,0.8661,0.873
0.648000,-0.0757,-0.0847,0.8685,0.876
0.651000,-0.0852,-0.0833,0.8697,0.878
0.653000,-0.0942,-0.0806,0.8700,0.879
0.657000,-0.1008,-0.0774,0.8651,0.874
0.659000,-0.1043,-0.0711,0.8568,0.866
0.660000,-0.1038,-0.0635,0.8482,0.857
0.663000,-0.0967,-0.0510,0.8446,0.852
0.665000,-0.0906,-0.0396,0.8460,0.852
0.667000,-0.0879,-0.0317,0.8441,0.849
0.670000,-0.0908,-0.0251,0.8490,0.854
0.673000,-0.0979,-0.0212,0.8602,0.866
0.683000,-0.1077,-0.0181,0.8766,0.883
0.684000,-0.1162,-0.0164,0.8944,0.902
0.684000,-0.1277,-0.0181,0.9124,0.922
0.687000,-0.1367,-0.0198,0.9315,0.942
0.687000,-0.1450,-0.0251,0.9540,0.965
0.688000,-0.1516,-0.0315,0.9737,0.986
0.691000,-0.1563,-0.0403,0.9911,1.004
0.693000,-0.1570,-0.0493,1.0079,1.021
0.694000,-0.1543,-0.0608,1.0309,1.044
0.696000,-0.1499,-0.0720,1.0497,1.063
0.698000,-0.1519,-0.0833,1.0675,1.081
0.700000,-0.1555,-0.0945,1.0856,1.101
0.702000,-0.1604,-0.1038,1.1019,1.118
0.704000,-0.1614,-0.1084,1.1193,1.136
0.707000,-0.1592,-0.1121,1.1341,1.151
0.712000,-0.1646,-0.1138,1.1398,1.157
0.713000,-0.1756,-0.1160,1.1349,1.154
0.714000,-0.1846,-0.1165,1.1261,1.147
0.719000,-0.1900,-0.1162,1.1200,1.142
0.719000,-0.1956,-0.1250,1.1185,1.142
0.731000,-0.2024,-0.1292,1.1178,1.143
0.732000,-0.2044,-0.1270,1.1166,1.142
0.732000,-0.2002,-0.1238,1.1146,1.139
0.732000,-0.1914,-0.1196,1.1090,1.132
0.733000,-0.1807,-0.1116,1.0997,1.120
0.733000,-0.1677,-0.1028,1.0934,1.111
0.736000,-0.1531,-0.0933,1.0902,1.105
0.740000,-0.1409,-0.0816,1.0797,1.092
0.745000,-0.1272,-0.0720,1.0648,1.075
0.746000,-0.1101,-0.0635,1.0470,1.055
0.746000,-0.0925,-0.0537,1.0309,1.036
0.748000,-0.0752,-0.0430,1.0138,1.017
0.750000,-0.0576,-0.0344,0.9955,0.998
0.753000,-0.0422,-0.0234,0.9823,0.983
0.761000,-0.0232,-0.0146,0.9610,0.961
0.763000,0.0005,-0.0112,0.9408,0.941
0.763000,0.0237,-0.0063,0.9220,0.922
0.764000,0.0530,-0.0098,0.9061,0.908
0.765000,0.0774,-0.0129,0.8893,0.893
0.767000,0.0986,-0.0210,0.8729,0.879
0.769000,0.1160,-0.0273,0.8580,0.866
0.775000,0.1257,-0.0342,0.8438,0.854
0.777000,0.1304,-0.0388,0.8316,0.843
0.777000,0.1265,-0.0396,0.8211,0.832
0.779000,0.1160,-0.0393,0.8119,0.821
0.781000,0.0991,-0.0364,0.8014,0.808
0.784000,0.0781,-0.0308,0.7965,0.801
0.785000,0.0503,-0.0210,0.7930,0.795
0.790000,0.0208,-0.0129,0.7974,0.798
0.791000,-0.0088,-0.0017,0.8038,0.804
0.792000,-0.0439,0.0088,0.8119,0.813
0.795000,-0.0789,0.0178,0.8226,0.827
0.798000,-0.1148,0.0273,0.8324,0.841
0.800000,-0.1506,0.0356,0.8414,0.856
0.802000,-0.1814,0.0476,0.8477,0.868
0.807000,-0.2058,0.0571,0.8473,0.874
0.810000,-0.2210,0.0686,0.8424,0.874
0.811000,-0.2290,0.0735,0.8372,0.871
0.814000,-0.2315,0.0767,0.8333,0.868
0.816000,-0.2317,0.0711,0.8302,0.865
0.817000,-0.2337,0.0610,0.8292,0.864
0.818000,-0.2390,0.0501,0.8299,0.865
0.821000,-0.2515,0.0391,0.8302,0.868
0.837000,-0.2657,0.0264,0.8311,0.873
0.837000,-0.2657,0.0115,0.8370,0.878
0.838000,-0.2554,0.0005,0.8480,0.886
0.839000,-0.2442,-0.0161,0.8617,0.896
0.839000,-0.2359,-0.0303,0.8683,0.900
0.840000,-0.2305,-0.0425,0.8763,0.907
0.840000,-0.2273,-0.0515,0.8846,0.915
0.842000,-0.2256,-0.0613,0.8878,0.918
0.843000,-0.2273,-0.0667,0.8905,0.921
0.862000,-0.2320,-0.0725,0.8961,0.928
0.863000,-0.2410,-0.0764,0.9098,0.944
0.864000,-0.2461,-0.0801,0.9310,0.966
0.864000,-0.2478,-0.0859,0.9615,0.997
0.865000,-0.2437,-0.0952,0.9933,1.027
0.866000,-0.2417,-0.1016,1.0284,1.061
0.866000,-0.2434,-0.1091,1.0646,1.097
0.867000,-0.2476,-0.1199,1.1046,1.138
0.868000,-0.2508,-0.1326,1.1490,1.184
0.868000,-0.2459,-0.1475,1.2025,1.236
0.869000,-0.2388,-0.1624,1.2640,1.297
0.870000,-0.2342,-0.1768,1.3266,1.359
0.874000,-0.2339,-0.1892,1.3790,1.411
0.875000,-0.2383,-0.1995,1.4152,1.449
0.877000,-0.2469,-0.2039,1.4330,1.468
0.880000,-0.2578,-0.2022,1.4306,1.468
0.882000,-0.2732,-0.1990,1.4098,1.450
0.884000,-0.2871,-0.1904,1.3729,1.416
0.886000,-0.3003,-0.1792,1.3226,1.368
0.892000,-0.3101,-0.1682,1.2665,1.315
0.894000,-0.3172,-0.1531,1.2081,1.258
0.894000,-0.3201,-0.1399,1.1459,1.198
0.897000,-0.3199,-0.1238,1.0863,1.139
0.899000,-0.3133,-0.1094,1.0243,1.077
0.903000,-0.3015,-0.0962,0.9745,1.025
0.903000,-0.2820,-0.0789,0.9176,0.963
0.915000,-0.2652,-0.0620,0.8636,0.906
0.927000,-0.2417,-0.0393,0.8248,0.860
0.941000,-0.2146,-0.0164,0.7940,0.823
0.942000,-0.1873,0.0015,0.7652,0.788
0.943000,-0.1616,0.0139,0.7391,0.757
0.944000,-0.1348,0.0244,0.7144,0.727
0.945000,-0.1065,0.0281,0.6907,0.699
0.946000,-0.0796,0.0300,0.6690,0.674
0.946000,-0.0711,0.0344,0.6514,0.656
0.947000,-0.0840,0.0437,0.6536,0.660
0.949000,-0.0913,0.0496,0.6519,0.660
0.949000,-0.0918,0.0591,0.6431,0.652
0.951000,-0.1062,0.0620,0.6597,0.671
0.952000,-0.1509,0.0569,0.7086,0.727
0.952000,-0.2105,0.0711,0.7418,0.774
0.952000,-0.2422,0.0928,0.7166,0.762
0.952000,-0.2334,0.1104,0.6705,0.718
0.953000,-0.2005,0.1135,0.6414,0.682
0.953000,-0.1677,0.1025,0.6409,0.670
0.953000,-0.1443,0.0798,0.6695,0.690
0.953000,-0.1289,0.0510,0.7042,0.718
0.956000,-0.1179,0.0212,0.7357,0.745
0.957000,-0.1069,-0.0027,0.7659,0.773
0.960000,-0.0972,-0.0276,0.7952,0.802
0.962000,-0.0869,-0.0505,0.8250,0.831
0.964000,-0.0803,-0.0740,0.8556,0.862
0.967000,-0.0745,-0.0950,0.8844,0.893
0.970000,-0.0735,-0.1140,0.9098,0.920
0.971000,-0.0750,-0.1292,0.9342,0.946
0.974000,-0.0769,-0.1394,0.9557,0.969
0.976000,-0.0784,-0.1465,0.9701,0.984
0.978000,-0.0784,-0.1516,0.9818,0.997
0.982000,-0.0796,-0.1528,0.9903,1.005
0.984000,-0.0855,-0.1516,0.9913,1.006
0.985000,-0.0918,-0.1475,0.9913,1.006
0.988000,-0.1013,-0.1409,0.9894,1.004
0.991000,-0.1128,-0.1355,0.9769,0.993
0.994000,-0.1243,-0.1270,0.9630,0.979
0.995000,-0.1375,-0.1218,0.9486,0.966
0.997000,-0.1538,-0.1160,0.9398,0.959
1.000000,-0.1719,-0.1121,0.9398,0.962
1.002000,-0.1939,-0.1109,0.9496,0.975
1.005000,-0.2195,-0.1140,0.9674,0.999
1.016000,-0.2429,-0.1187,0.9820,1.019
1.017000,-0.2635,-0.1245,0.9913,1.033
1.018000,-0.2810,-0.1304,0.9969,1.044
1.019000,-0.2918,-0.1343,1.0003,1.051
1.020000,-0.2969,-0.1414,1.0001,1.053
1.021000,-0.2993,-0.1533,0.9967,1.052
1.021000,-0.3003,-0.1643,0.9960,1.053
1.029000,-0.3025,-0.1760,1.0006,1.060
1.030000,-0.3118,-0.1883,1.0123,1.076
1.031000,-0.3208,-0.1941,1.0296,1.096
1.032000,-0.3245,-0.1956,1.0528,1.119
1.033000,-0.3269,-0.1968,1.0743,1.140
1.036000,-0.3286,-0.1995,1.0953,1.161
1.038000,-0.3313,-0.2024,1.1117,1.178
1.041000,-0.3282,-0.2051,1.1236,1.188
1.042000,-0.3269,-0.2090,1.1312,1.196
1.045000,-0.3264,-0.2090,1.1334,1.198
1.047000,-0.3228,-0.2085,1.1285,1.192
1.049000,-0.3179,-0.2088,1.1195,1.182
1.052000,-0.3133,-0.2085,1.1044,1.167
1.054000,-0.3081,-0.2014,1.0814,1.142
1.057000,-0.3047,-0.1917,1.0567,1.116
1.060000,-0.2989,-0.1824,1.0296,1.088
1.062000,-0.2957,-0.1680,1.0025,1.059
1.064000,-0.2950,-0.1502,0.9847,1.039
1.066000,-0.3008,-0.1338,0.9603,1.015
1.069000,-0.3096,-0.1170,0.9415,0.998
1.071000,-0.3160,-0.0999,0.9232,0.981
1.075000,-0.3228,-0.0816,0.9037,0.963
1.076000,-0.3235,-0.0654,0.8863,0.946
1.079000,-0.3213,-0.0493,0.8692,0.928
1.081000,-0.3140,-0.0376,0.8553,0.912
1.083000,-0.3015,-0.0295,0.8424,0.895
1.086000,-0.2891,-0.0249,0.8336,0.883
1.087000,-0.2749,-0.0232,0.8265,0.871
1.092000,-0.2622,-0.0254,0.8233,0.864
1.093000,-0.2515,-0.0295,0.8241,0.862
1.096000,-0.2429,-0.0354,0.8285,0.864
1.097000,-0.2346,-0.0376,0.8360,0.869
1.101000,-0.2251,-0.0320,0.8477,0.878
1.102000,-0.2117,-0.0325,0.8597,0.886
1.104000,-0.1988,-0.0396,0.8736,0.897
1.121000,-0.1875,-0.0491,0.8853,0.906
1.123000,-0.1751,-0.0571,0.9037,0.922
1.124000,-0.1668,-0.0642,0.9205,0.938
1.126000,-0.1607,-0.0689,0.9381,0.954
1.128000,-0.1607,-0.0693,0.9596,0.975
1.129000,-0.1594,-0.0691,0.9828,0.998
1.130000,-0.1575,-0.0681,0.9925,1.007
1.130000,-0.1533,-0.0667,1.0089,1.023
1.130000,-0.1472,-0.0654,1.0226,1.035
1.131000,-0.1421,-0.0662,1.0362,1.048
1.131000,-0.1382,-0.0657,1.0497,1.061
1.145000,-0.1355,-0.0693,1.0609,1.072
1.147000,-0.1316,-0.0706,1.0731,1.083
1.147000,-0.1297,-0.0723,1.0814,1.092
1.148000,-0.1277,-0.0735,1.0897,1.100
1.149000,-0.1250,-0.0784,1.0936,1.104
1.150000,-0.1228,-0.0818,1.0983,1.108
1.159000,-0.1194,-0.0852,1.0970,1.107
1.161000,-0.1167,-0.0891,1.0956,1.105
1.161000,-0.1155,-0.0921,1.0948,1.105
1.162000,-0.1135,-0.0994,1.0943,1.105
1.163000,-0.1118,-0.1087,1.0929,1.104
1.163000,-0.1084,-0.1192,1.0941,1.106
1.164000,-0.1057,-0.1284,1.0941,1.107
1.164000,-0.1079,-0.1382,1.0961,1.110
1.169000,-0.1057,-0.1455,1.0946,1.109
1.170000,-0.1052,-0.1514,1.0914,1.107
1.171000,-0.1052,-0.1570,1.0868,1.103
1.172000,-0.1067,-0.1585,1.0819,1.099
1.177000,-0.1123,-0.1590,1.0768,1.094
1.177000,-0.1177,-0.1570,1.0707,1.088
1.180000,-0.1255,-0.1538,1.0607,1.079
1.183000,-0.1338,-0.1526,1.0531,1.072
1.184000,-0.1392,-0.1492,1.0460,1.066
1.186000,-0.1450,-0.1467,1.0392,1.059
1.189000,-0.1526,-0.1436,1.0333,1.054
1.192000,-0.1560,-0.1406,1.0265,1.048
1.197000,-0.1594,-0.1399,1.0199,1.042
1.198000,-0.1619,-0.1365,1.0145,1.036
1.201000,-0.1651,-0.1314,1.0079,1.030
1.203000,-0.1685,-0.1235,1.0025,1.024
1.204000,-0.1695,-0.1145,0.9955,1.016
1.206000,-0.1695,-0.1030,0.9913,1.011
1.216000,-0.1695,-0.0884,0.9872,1.005
1.217000,-0.1668,-0.0752,0.9811,0.998
1.218000,-0.1646,-0.0603,0.9718,0.987
1.219000,-0.1609,-0.0457,0.9630,0.977
1.221000,-0.1546,-0.0322,0.9562,0.969
1.222000,-0.1470,-0.0190,0.9479,0.959
1.226000,-0.1399,-0.0061,0.9386,0.949
1.227000,-0.1277,0.0046,0.9256,0.934
1.247000,-0.1157,0.0142,0.9154,0.923
1.251000,-0.1023,0.0227,0.9012,0.907
1.253000,-0.0881,0.0327,0.8873,0.892
1.254000,-0.0776,0.0410,0.8729,0.877
1.255000,-0.0623,0.0491,0.8609,0.865
1.257000,-0.0476,0.0576,0.8495,0.853
1.257000,-0.0359,0.0664,0.8441,0.847
1.258000,-0.0217,0.0772,0.8397,0.844
1.258000,-0.0071,0.0884,0.8285,0.833
1.259000,0.0046,0.0886,0.7904,0.795
1.259000,0.0232,0.0840,0.7281,0.733
1.260000,0.0469,0.0713,0.6602,0.666
1.260000,0.0674,0.0508,0.6124,0.618
1.260000,0.0823,0.0291,0.5845,0.591
