time,gFx,gFy,gFz,TgF
36.294000,1.1923,-0.4058,0.7181,1.450
36.295000,1.1854,-0.4034,0.7264,1.448
36.296000,1.1803,-0.4012,0.7323,1.446
36.308000,1.1725,-0.3963,0.7386,1.441
36.309000,1.1698,-0.3936,0.7430,1.441
36.310000,1.1666,-0.3946,0.7481,1.441
36.310000,1.1630,-0.3965,0.7491,1.439
36.311000,1.1634,-0.3980,0.7528,1.442
36.314000,1.1634,-0.4060,0.7572,1.446
36.315000,1.1649,-0.4095,0.7608,1.450
36.315000,1.1654,-0.4170,0.7662,1.456
36.317000,1.1637,-0.4234,0.7701,1.458
36.319000,1.1583,-0.4278,0.7752,1.458
36.321000,1.1539,-0.4324,0.7816,1.459
36.325000,1.1439,-0.4344,0.7891,1.456
36.328000,1.1324,-0.4356,0.7962,1.451
36.329000,1.1207,-0.4344,0.8055,1.447
36.342000,1.1068,-0.4327,0.8136,1.440
36.343000,1.0948,-0.4317,0.8192,1.434
36.344000,1.0812,-0.4336,0.8243,1.427
36.345000,1.0682,-0.4356,0.8265,1.419
36.346000,1.0589,-0.4371,0.8282,1.414
36.347000,1.0528,-0.4393,0.8304,1.411
36.348000,1.0509,-0.4476,0.8333,1.414
36.350000,1.0514,-0.4534,0.8365,1.418
36.351000,1.0582,-0.4620,0.8429,1.430
36.355000,1.0658,-0.4715,0.8509,1.443
36.355000,1.0775,-0.4778,0.8590,1.458
36.357000,1.0895,-0.4874,0.8687,1.476
36.359000,1.1014,-0.4915,0.8788,1.492
36.362000,1.1129,-0.4971,0.8873,1.508
36.365000,1.1263,-0.5013,0.8954,1.524
36.366000,1.1356,-0.5027,0.9005,1.534
36.369000,1.1425,-0.5022,0.9054,1.542
36.371000,1.1471,-0.4959,0.9066,1.544
36.375000,1.1505,-0.4896,0.9105,1.547
36.376000,1.1527,-0.4771,0.9144,1.547
36.383000,1.1522,-0.4642,0.9178,1.544
36.383000,1.1525,-0.4493,0.9193,1.541
36.390000,1.1515,-0.4319,0.9242,1.538
36.390000,1.1532,-0.4141,0.9278,1.537
36.391000,1.1561,-0.3953,0.9320,1.537
36.391000,1.1615,-0.3736,0.9369,1.538
36.408000,1.1669,-0.3518,0.9430,1.541
36.409000,1.1737,-0.3269,0.9496,1.545
36.410000,1.1788,-0.3028,0.9530,1.546
36.411000,1.1864,-0.2769,0.9554,1.548
36.411000,1.1942,-0.2508,0.9549,1.549
36.412000,1.2023,-0.2276,0.9498,1.549
36.413000,1.2103,-0.2044,0.9442,1.549
36.415000,1.2174,-0.1836,0.9359,1.547
36.416000,1.2286,-0.1629,0.9291,1.549
36.416000,1.2389,-0.1438,0.9159,1.547
36.417000,1.2496,-0.1235,0.8985,1.544
36.419000,1.2621,-0.1047,0.8744,1.539
36.421000,1.2733,-0.0874,0.8470,1.532
36.423000,1.2843,-0.0737,0.8150,1.523
36.426000,1.2916,-0.0635,0.7777,1.509
36.430000,1.2948,-0.0540,0.7345,1.490
36.431000,1.2924,-0.0459,0.6898,1.466
36.433000,1.2868,-0.0420,0.6431,1.439
36.436000,1.2775,-0.0391,0.5975,1.411
36.437000,1.2655,-0.0352,0.5499,1.380
36.440000,1.2487,-0.0347,0.5013,1.346
36.442000,1.2325,-0.0342,0.4578,1.315
36.446000,1.2101,-0.0344,0.4131,1.279
36.450000,1.1888,-0.0352,0.3706,1.246
36.451000,1.1637,-0.0391,0.3316,1.211
36.452000,1.1368,-0.0447,0.2937,1.175
36.454000,1.1112,-0.0532,0.2574,1.142
36.457000,1.0868,-0.0637,0.2237,1.111
36.459000,1.0614,-0.0742,0.1941,1.082
36.463000,1.0375,-0.0842,0.1729,1.055
36.464000,1.0148,-0.0960,0.1560,1.031
36.467000,0.9950,-0.1065,0.1441,1.011
36.469000,0.9703,-0.1196,0.1423,0.988
36.471000,0.9459,-0.1321,0.1472,0.966
36.473000,0.9237,-0.1443,0.1575,0.948
36.475000,0.9010,-0.1594,0.1721,0.931
36.484000,0.8773,-0.1719,0.1909,0.914
36.485000,0.8580,-0.1834,0.2136,0.903
36.485000,0.8387,-0.1973,0.2381,0.894
36.486000,0.8187,-0.2124,0.2644,0.886
36.490000,0.7962,-0.2278,0.2891,0.877
36.492000,0.7742,-0.2415,0.3123,0.869
36.493000,0.7545,-0.2539,0.3338,0.863
36.505000,0.7308,-0.2671,0.3555,0.855
36.506000,0.7083,-0.2798,0.3760,0.849
36.507000,0.6851,-0.2913,0.3975,0.844
36.507000,0.6619,-0.2998,0.4146,0.837
36.508000,0.6358,-0.3103,0.4346,0.830
36.508000,0.6126,-0.3191,0.4539,0.827
36.509000,0.5882,-0.3269,0.4720,0.822
36.514000,0.5670,-0.3357,0.4898,0.821
36.515000,0.5433,-0.3423,0.5071,0.818
36.515000,0.5218,-0.3494,0.5284,0.821
36.517000,0.5081,-0.3545,0.5479,0.827
36.520000,0.4935,-0.3584,0.5701,0.835
36.522000,0.4810,-0.3638,0.5919,0.845
36.525000,0.4698,-0.3672,0.6124,0.855
36.528000,0.4615,-0.3719,0.6334,0.867
36.530000,0.4532,-0.3721,0.6524,0.877
36.532000,0.4427,-0.3736,0.6707,0.886
36.535000,0.4332,-0.3731,0.6890,0.895
36.537000,0.4241,-0.3684,0.7073,0.903
36.539000,0.4143,-0.3653,0.7230,0.910
36.541000,0.4075,-0.3633,0.7366,0.917
36.546000,0.4046,-0.3601,0.7457,0.922
36.548000,0.3987,-0.3560,0.7513,0.922
36.549000,0.3951,-0.3526,0.7540,0.921
36.551000,0.3931,-0.3489,0.7557,0.921
36.553000,0.3916,-0.3457,0.7542,0.917
36.556000,0.3912,-0.3389,0.7479,0.909
36.558000,0.3894,-0.3328,0.7398,0.900
36.560000,0.3863,-0.3245,0.7288,0.886
36.563000,0.3865,-0.3150,0.7137,0.871
36.566000,0.3870,-0.3045,0.6956,0.852
36.592000,0.3850,-0.2954,0.6761,0.832
36.593000,0.3843,-0.2867,0.6541,0.811
36.593000,0.3843,-0.2747,0.6312,0.788
36.594000,0.3838,-0.2642,0.6050,0.764
36.594000,0.3855,-0.2547,0.5814,0.743
36.595000,0.3850,-0.2466,0.5557,0.720
36.595000,0.3872,-0.2393,0.5323,0.700
36.595000,0.3909,-0.2310,0.5088,0.682
36.596000,0.3960,-0.2224,0.4869,0.666
36.596000,0.3987,-0.2151,0.4632,0.648
36.597000,0.4019,-0.2071,0.4402,0.631
36.597000,0.4053,-0.2031,0.4170,0.616
36.597000,0.4056,-0.1958,0.3951,0.599
36.604000,0.4065,-0.1902,0.3733,0.584
36.604000,0.4085,-0.1843,0.3531,0.571
36.605000,0.4097,-0.1804,0.3350,0.559
36.610000,0.4095,-0.1780,0.3169,0.548
36.611000,0.4109,-0.1756,0.2986,0.537
36.611000,0.4139,-0.1721,0.2827,0.530
36.620000,0.4158,-0.1687,0.2688,0.523
36.621000,0.4153,-0.1670,0.2578,0.517
36.621000,0.4183,-0.1658,0.2488,0.514
36.622000,0.4222,-0.1670,0.2407,0.514
36.622000,0.4251,-0.1677,0.2344,0.514
36.624000,0.4278,-0.1697,0.2285,0.514
36.626000,0.4327,-0.1714,0.2254,0.517
36.629000,0.4371,-0.1731,0.2207,0.519
36.631000,0.4407,-0.1765,0.2188,0.523
36.633000,0.4476,-0.1814,0.2158,0.529
36.636000,0.4515,-0.1861,0.2119,0.532
36.638000,0.4568,-0.1941,0.2080,0.538
36.640000,0.4639,-0.1997,0.2029,0.544
36.643000,0.4668,-0.2056,0.1980,0.547
36.646000,0.4705,-0.2107,0.1958,0.551
36.648000,0.4744,-0.2154,0.1931,0.556
36.650000,0.4781,-0.2207,0.1897,0.560
36.653000,0.4812,-0.2281,0.1856,0.564
36.655000,0.4832,-0.2317,0.1819,0.566
36.657000,0.4893,-0.2354,0.1804,0.572
36.660000,0.4944,-0.2422,0.1792,0.579
36.663000,0.4998,-0.2486,0.1787,0.586
36.664000,0.5066,-0.2564,0.1785,0.595
36.677000,0.5118,-0.2644,0.1799,0.604
36.679000,0.5210,-0.2720,0.1792,0.614
36.680000,0.5335,-0.2798,0.1804,0.629
36.681000,0.5477,-0.2869,0.1834,0.645
36.682000,0.5628,-0.2976,0.1846,0.663
36.683000,0.5789,-0.3091,0.1836,0.681
36.684000,0.5943,-0.3208,0.1873,0.701
36.697000,0.6107,-0.3338,0.1912,0.722
36.698000,0.6273,-0.3474,0.1966,0.744
36.699000,0.6441,-0.3614,0.1983,0.765
36.700000,0.6607,-0.3755,0.2000,0.786
36.701000,0.6737,-0.3921,0.2019,0.805
36.701000,0.6868,-0.4056,0.2036,0.823
36.702000,0.6988,-0.4214,0.2056,0.842
36.702000,0.7091,-0.4380,0.2053,0.858
36.703000,0.7161,-0.4541,0.2061,0.873
36.704000,0.7249,-0.4703,0.2053,0.888
36.707000,0.7342,-0.4874,0.2083,0.906
36.709000,0.7415,-0.5013,0.2100,0.919
36.714000,0.7518,-0.5154,0.2154,0.937
36.716000,0.7608,-0.5286,0.2227,0.953
36.718000,0.7711,-0.5460,0.2273,0.972
36.719000,0.7833,-0.5613,0.2329,0.991
36.722000,0.7972,-0.5779,0.2388,1.013
36.724000,0.8089,-0.5972,0.2429,1.034
36.732000,0.8228,-0.6158,0.2500,1.058
36.733000,0.8372,-0.6324,0.2559,1.080
36.734000,0.8543,-0.6517,0.2639,1.106
36.737000,0.8726,-0.6695,0.2732,1.133
36.738000,0.8905,-0.6866,0.2820,1.159
36.740000,0.9102,-0.7047,0.2932,1.188
36.741000,0.9312,-0.7242,0.3050,1.218
36.743000,0.9542,-0.7452,0.3152,1.251
36.749000,0.9793,-0.7642,0.3255,1.284
36.750000,1.0050,-0.7845,0.3399,1.319
36.754000,1.0250,-0.8026,0.3514,1.348
36.754000,1.0484,-0.8214,0.3626,1.380
36.756000,1.0702,-0.8394,0.3719,1.410
36.758000,1.0902,-0.8575,0.3826,1.439
36.759000,1.1083,-0.8714,0.3882,1.462
36.765000,1.1244,-0.8849,0.3929,1.484
36.766000,1.1368,-0.8971,0.3995,1.502
36.767000,1.1488,-0.9083,0.4014,1.519
36.770000,1.1571,-0.9205,0.4043,1.533
36.771000,1.1632,-0.9298,0.4053,1.543
36.775000,1.1696,-0.9381,0.4082,1.554
36.778000,1.1708,-0.9444,0.4114,1.559
36.778000,1.1671,-0.9508,0.4146,1.561
36.789000,1.1649,-0.9569,0.4185,1.565
36.799000,1.1600,-0.9623,0.4222,1.565
36.800000,1.1588,-0.9674,0.4278,1.569
36.800000,1.1588,-0.9725,0.4346,1.574
36.801000,1.1581,-0.9791,0.4434,1.580
36.801000,1.1569,-0.9857,0.4507,1.585
36.801000,1.1556,-0.9908,0.4598,1.590
36.802000,1.1539,-0.9913,0.4678,1.592
36.802000,1.1539,-0.9930,0.4769,1.595
36.802000,1.1542,-0.9938,0.4854,1.599
36.809000,1.1539,-0.9986,0.4898,1.603
36.810000,1.1534,-1.0008,0.4952,1.605
36.810000,1.1556,-1.0023,0.5018,1.610
36.811000,1.1556,-1.0011,0.5069,1.611
36.816000,1.1600,-1.0003,0.5098,1.614
36.816000,1.1639,-0.9964,0.5137,1.616
36.818000,1.1696,-0.9938,0.5135,1.618
36.820000,1.1742,-0.9913,0.5137,1.620
36.822000,1.1769,-0.9886,0.5110,1.620
36.824000,1.1798,-0.9811,0.5059,1.616
36.827000,1.1779,-0.9730,0.4983,1.607
36.831000,1.1739,-0.9669,0.4905,1.598
36.832000,1.1693,-0.9552,0.4795,1.584
36.834000,1.1625,-0.9437,0.4683,1.569
36.836000,1.1578,-0.9317,0.4583,1.555
36.838000,1.1522,-0.9205,0.4471,1.541
36.841000,1.1493,-0.9093,0.4363,1.529
36.843000,1.1478,-0.8993,0.4288,1.520
36.847000,1.1432,-0.8897,0.4217,1.509
36.849000,1.1388,-0.8805,0.4161,1.498
36.850000,1.1363,-0.8717,0.4131,1.491
36.853000,1.1324,-0.8643,0.4119,1.483
36.855000,1.1266,-0.8560,0.4139,1.474
36.857000,1.1183,-0.8451,0.4163,1.462
36.860000,1.1095,-0.8358,0.4187,1.451
36.869000,1.0975,-0.8263,0.4251,1.438
36.870000,1.0839,-0.8136,0.4319,1.422
36.870000,1.0690,-0.8062,0.4400,1.409
36.871000,1.0528,-0.7945,0.4483,1.393
36.872000,1.0387,-0.7857,0.4581,1.381
36.874000,1.0218,-0.7782,0.4666,1.367
36.877000,1.0082,-0.7664,0.4756,1.353
36.890000,0.9872,-0.7542,0.4852,1.334
36.891000,0.9647,-0.7408,0.4915,1.312
36.891000,0.9398,-0.7261,0.4998,1.289
36.892000,0.9139,-0.7071,0.5105,1.263
36.892000,0.8888,-0.6878,0.5206,1.239
36.892000,0.8658,-0.6671,0.5313,1.215
36.893000,0.8414,-0.6414,0.5428,1.189
36.897000,0.8211,-0.6190,0.5521,1.167
36.899000,0.8006,-0.5955,0.5589,1.144
36.900000,0.7816,-0.5723,0.5633,1.121
36.903000,0.7652,-0.5499,0.5621,1.097
36.905000,0.7503,-0.5281,0.5591,1.074
36.907000,0.7396,-0.5032,0.5523,1.051
36.910000,0.7308,-0.4803,0.5457,1.031
36.915000,0.7240,-0.4549,0.5355,1.009
36.916000,0.7161,-0.4295,0.5203,0.984
36.918000,0.7083,-0.4024,0.5015,0.957
36.920000,0.7012,-0.3758,0.4847,0.932
36.922000,0.6939,-0.3501,0.4615,0.904
36.924000,0.6907,-0.3264,0.4407,0.882
36.928000,0.6898,-0.3047,0.4180,0.862
36.932000,0.6927,-0.2837,0.3958,0.847
36.935000,0.6981,-0.2642,0.3743,0.835
36.935000,0.7064,-0.2464,0.3567,0.829
36.936000,0.7178,-0.2285,0.3362,0.825
36.939000,0.7308,-0.2117,0.3221,0.826
36.941000,0.7445,-0.1946,0.3069,0.828
36.944000,0.7564,-0.1817,0.2915,0.831
36.951000,0.7674,-0.1697,0.2798,0.834
36.952000,0.7804,-0.1585,0.2676,0.840
36.952000,0.7938,-0.1428,0.2574,0.847
36.954000,0.8038,-0.1318,0.2476,0.851
36.955000,0.8145,-0.1209,0.2417,0.858
36.957000,0.8267,-0.1094,0.2349,0.866
36.960000,0.8385,-0.1016,0.2310,0.876
36.966000,0.8492,-0.0918,0.2285,0.884
36.967000,0.8614,-0.0835,0.2271,0.895
36.968000,0.8741,-0.0750,0.2288,0.907
36.971000,0.8875,-0.0679,0.2312,0.920
36.972000,0.9017,-0.0628,0.2342,0.934
36.974000,0.9166,-0.0584,0.2385,0.949
36.977000,0.9300,-0.0559,0.2429,0.963
36.978000,0.9432,-0.0540,0.2454,0.976
36.986000,0.9569,-0.0564,0.2505,0.991
36.987000,0.9669,-0.0606,0.2561,1.002
36.988000,0.9774,-0.0657,0.2625,1.014
36.990000,0.9845,-0.0698,0.2688,1.023
36.990000,0.9928,-0.0772,0.2769,1.034
36.995000,0.9986,-0.0850,0.2867,1.042
36.995000,1.0025,-0.0911,0.2976,1.050
37.011000,1.0062,-0.0991,0.3103,1.058
37.011000,1.0089,-0.1082,0.3233,1.065
37.011000,1.0091,-0.1162,0.3345,1.069
37.012000,1.0091,-0.1238,0.3496,1.075
37.012000,1.0089,-0.1318,0.3633,1.080
37.013000,1.0089,-0.1411,0.3746,1.085
37.013000,1.0047,-0.1460,0.3855,1.086
37.016000,0.9989,-0.1538,0.3975,1.086
37.017000,0.9877,-0.1607,0.4090,1.081
37.018000,0.9745,-0.1677,0.4234,1.076
37.021000,0.9588,-0.1726,0.4353,1.067
37.023000,0.9425,-0.1790,0.4490,1.059
37.026000,0.9256,-0.1817,0.4627,1.051
37.028000,0.9071,-0.1863,0.4732,1.040
37.031000,0.8861,-0.1922,0.4852,1.028
37.033000,0.8670,-0.1931,0.4932,1.016
37.035000,0.8485,-0.1966,0.5027,1.006
37.037000,0.8282,-0.2002,0.5145,0.995
37.042000,0.8089,-0.2022,0.5232,0.984
37.043000,0.7882,-0.2024,0.5342,0.973
37.044000,0.7664,-0.2029,0.5428,0.961
37.050000,0.7464,-0.2012,0.5484,0.948
37.052000,0.7242,-0.1983,0.5499,0.931
37.052000,0.7034,-0.1948,0.5518,0.915
37.054000,0.6834,-0.1892,0.5521,0.899
37.056000,0.6614,-0.1831,0.5499,0.879
37.059000,0.6426,-0.1736,0.5430,0.859
37.061000,0.6246,-0.1641,0.5301,0.835
37.069000,0.6031,-0.1563,0.5157,0.809
37.070000,0.5850,-0.1480,0.4991,0.783
37.071000,0.5679,-0.1409,0.4798,0.757
37.072000,0.5506,-0.1343,0.4593,0.729
37.073000,0.5337,-0.1255,0.4375,0.701
37.076000,0.5198,-0.1192,0.4126,0.674
37.077000,0.5052,-0.1138,0.3894,0.648
37.091000,0.4910,-0.1062,0.3643,0.621
37.092000,0.4800,-0.0972,0.3413,0.597
37.092000,0.4661,-0.0916,0.3186,0.572
37.093000,0.4546,-0.0850,0.2979,0.550
37.094000,0.4463,-0.0791,0.2815,0.534
37.095000,0.4397,-0.0757,0.2632,0.518
37.095000,0.4339,-0.0732,0.2478,0.505
37.099000,0.4324,-0.0691,0.2332,0.496
37.100000,0.4319,-0.0635,0.2205,0.489
37.102000,0.4307,-0.0596,0.2092,0.483
37.107000,0.4307,-0.0552,0.1956,0.476
37.108000,0.4307,-0.0503,0.1846,0.471
37.109000,0.4307,-0.0454,0.1731,0.466
37.111000,0.4300,-0.0437,0.1621,0.462
37.113000,0.4314,-0.0393,0.1499,0.458
37.115000,0.4317,-0.0349,0.1397,0.455
37.117000,0.4332,-0.0330,0.1279,0.453
37.121000,0.4346,-0.0303,0.1174,0.451
37.126000,0.4363,-0.0291,0.1069,0.450
37.127000,0.4410,-0.0261,0.0999,0.453
37.130000,0.4458,-0.0232,0.0923,0.456
37.131000,0.4510,-0.0210,0.0840,0.459
37.132000,0.4578,-0.0193,0.0794,0.465
37.137000,0.4661,-0.0178,0.0740,0.472
37.139000,0.4747,-0.0164,0.0713,0.480
37.140000,0.4817,-0.0200,0.0684,0.487
37.142000,0.4903,-0.0215,0.0693,0.496
37.144000,0.5013,-0.0234,0.0740,0.507
37.147000,0.5093,-0.0281,0.0794,0.516
37.150000,0.5208,-0.0330,0.0825,0.528
37.152000,0.5315,-0.0391,0.0886,0.540
37.157000,0.5418,-0.0439,0.0991,0.553
37.159000,0.5523,-0.0513,0.1077,0.565
37.160000,0.5645,-0.0566,0.1199,0.580
37.160000,0.5762,-0.0598,0.1311,0.594
37.162000,0.5906,-0.0640,0.1443,0.611
37.165000,0.6041,-0.0715,0.1597,0.629
37.168000,0.6185,-0.0754,0.1758,0.647
37.170000,0.6317,-0.0813,0.1907,0.665
37.172000,0.6448,-0.0894,0.2056,0.683
37.174000,0.6568,-0.0960,0.2210,0.700
37.176000,0.6695,-0.1038,0.2366,0.718
37.179000,0.6817,-0.1123,0.2515,0.735
37.184000,0.6944,-0.1204,0.2661,0.753
37.184000,0.7069,-0.1301,0.2818,0.772
37.186000,0.7188,-0.1384,0.2945,0.789
37.188000,0.7337,-0.1445,0.3069,0.808
37.191000,0.7481,-0.1524,0.3172,0.827
37.193000,0.7640,-0.1614,0.3282,0.847
37.195000,0.7789,-0.1680,0.3387,0.866
37.200000,0.7945,-0.1770,0.3501,0.886
37.201000,0.8121,-0.1863,0.3621,0.908
37.203000,0.8302,-0.1985,0.3765,0.933
37.205000,0.8487,-0.2117,0.3912,0.958
37.207000,0.8685,-0.2256,0.4060,0.985
37.209000,0.8902,-0.2378,0.4219,1.013
37.218000,0.9110,-0.2512,0.4385,1.042
37.219000,0.9310,-0.2642,0.4551,1.069
37.221000,0.9505,-0.2764,0.4747,1.098
37.225000,0.9664,-0.2871,0.4910,1.121
37.226000,0.9835,-0.2976,0.5066,1.146
37.226000,0.9981,-0.3067,0.5245,1.169
37.227000,1.0089,-0.3157,0.5425,1.188
37.229000,1.0213,-0.3247,0.5591,1.209
37.232000,1.0343,-0.3360,0.5762,1.231
37.233000,1.0489,-0.3438,0.5919,1.252
37.235000,1.0616,-0.3521,0.6014,1.270
37.238000,1.0748,-0.3614,0.6102,1.288
37.241000,1.0846,-0.3697,0.6163,1.301
37.243000,1.0922,-0.3777,0.6214,1.312
37.245000,1.0992,-0.3841,0.6268,1.322
37.248000,1.1034,-0.3946,0.6299,1.330
37.250000,1.1078,-0.4036,0.6334,1.338
37.253000,1.1166,-0.4112,0.6378,1.350
37.254000,1.1258,-0.4202,0.6404,1.362
37.257000,1.1324,-0.4273,0.6434,1.371
37.259000,1.1439,-0.4344,0.6490,1.385
37.262000,1.1559,-0.4402,0.6517,1.398
37.266000,1.1688,-0.4483,0.6558,1.413
37.267000,1.1810,-0.4532,0.6600,1.427
37.270000,1.1920,-0.4583,0.6654,1.440
37.271000,1.2018,-0.4639,0.6663,1.450
37.274000,1.2115,-0.4668,0.6697,1.461
37.285000,1.2199,-0.4676,0.6746,1.470
37.286000,1.2260,-0.4688,0.6790,1.478
37.288000,1.2308,-0.4681,0.6834,1.484
37.289000,1.2372,-0.4637,0.6890,1.490
37.290000,1.2428,-0.4610,0.6942,1.496
37.290000,1.2492,-0.4581,0.6993,1.503
37.291000,1.2570,-0.4537,0.7032,1.510
37.297000,1.2655,-0.4505,0.7054,1.517
37.298000,1.2763,-0.4490,0.7100,1.528
37.299000,1.2880,-0.4471,0.7117,1.538
37.300000,1.2994,-0.4471,0.7130,1.548
37.309000,1.3102,-0.4454,0.7132,1.557
37.310000,1.3214,-0.4436,0.7120,1.565
37.311000,1.3309,-0.4393,0.7125,1.572
37.311000,1.3378,-0.4361,0.7108,1.576
37.312000,1.3383,-0.4317,0.7073,1.574
37.313000,1.3305,-0.4275,0.7049,1.565
37.316000,1.3219,-0.4214,0.6988,1.554
37.319000,1.3070,-0.4173,0.6925,1.537
37.320000,1.2899,-0.4131,0.6868,1.519
37.323000,1.2704,-0.4095,0.6802,1.498
37.325000,1.2509,-0.4068,0.6744,1.478
37.331000,1.2335,-0.4073,0.6688,1.461
37.331000,1.2164,-0.4100,0.6661,1.446
37.334000,1.2008,-0.4126,0.6656,1.434
37.337000,1.1913,-0.4207,0.6649,1.428
37.340000,1.1866,-0.4300,0.6675,1.428
37.341000,1.1837,-0.4402,0.6722,1.431
37.342000,1.1820,-0.4502,0.6832,1.438
37.345000,1.1813,-0.4615,0.6961,1.447
37.347000,1.1830,-0.4690,0.7147,1.460
37.352000,1.1849,-0.4771,0.7391,1.476
37.353000,1.1849,-0.4825,0.7635,1.490
37.354000,1.1847,-0.4869,0.7896,1.505
37.356000,1.1820,-0.4883,0.8184,1.518
37.358000,1.1754,-0.4903,0.8458,1.529
37.361000,1.1715,-0.4900,0.8714,1.540
37.366000,1.1664,-0.4876,0.8941,1.548
37.367000,1.1605,-0.4837,0.9154,1.555
37.368000,1.1534,-0.4773,0.9337,1.559
37.370000,1.1459,-0.4712,0.9515,1.562
37.373000,1.1366,-0.4651,0.9649,1.562
37.375000,1.1263,-0.4566,0.9776,1.560
37.377000,1.1163,-0.4434,0.9867,1.554
37.380000,1.1058,-0.4349,0.9911,1.547
37.390000,1.0980,-0.4227,0.9920,1.539
37.391000,1.0917,-0.4068,0.9913,1.530
37.392000,1.0870,-0.3929,0.9908,1.522
37.392000,1.0824,-0.3765,0.9850,1.511
37.393000,1.0802,-0.3616,0.9725,1.498
37.394000,1.0797,-0.3448,0.9527,1.481
37.421000,1.0809,-0.3304,0.9322,1.465
37.422000,1.0821,-0.3160,0.9061,1.446
37.423000,1.0843,-0.3037,0.8739,1.425
37.423000,1.0831,-0.2923,0.8414,1.402
37.424000,1.0826,-0.2808,0.8057,1.378
37.425000,1.0797,-0.2700,0.7723,1.355
37.426000,1.0755,-0.2588,0.7320,1.327
37.427000,1.0694,-0.2500,0.6956,1.300
37.427000,1.0619,-0.2410,0.6597,1.273
37.428000,1.0555,-0.2329,0.6243,1.248
37.429000,1.0499,-0.2256,0.5897,1.225
37.430000,1.0450,-0.2202,0.5567,1.204
37.431000,1.0404,-0.2139,0.5223,1.184
37.431000,1.0365,-0.2075,0.4908,1.165
37.432000,1.0340,-0.2031,0.4610,1.150
37.433000,1.0287,-0.1992,0.4278,1.132
37.436000,1.0262,-0.1968,0.3999,1.119
37.437000,1.0235,-0.1951,0.3721,1.106
37.440000,1.0187,-0.1951,0.3472,1.094
37.441000,1.0140,-0.1953,0.3235,1.082
37.444000,1.0089,-0.1953,0.3018,1.071
37.446000,1.0045,-0.1968,0.2830,1.062
37.450000,0.9979,-0.1990,0.2637,1.051
37.450000,0.9864,-0.2009,0.2466,1.036
37.453000,0.9735,-0.2036,0.2339,1.022
37.456000,0.9601,-0.2051,0.2232,1.007
37.458000,0.9461,-0.2088,0.2166,0.993
37.460000,0.9312,-0.2114,0.2139,0.979
37.463000,0.9142,-0.2161,0.2171,0.964
37.467000,0.8983,-0.2207,0.2222,0.951
37.470000,0.8827,-0.2271,0.2310,0.940
37.473000,0.8668,-0.2334,0.2444,0.930
37.474000,0.8529,-0.2407,0.2608,0.924
37.475000,0.8392,-0.2473,0.2779,0.918
37.477000,0.8241,-0.2574,0.2947,0.912
37.479000,0.8111,-0.2644,0.3116,0.908
37.490000,0.7972,-0.2718,0.3282,0.904
37.492000,0.7840,-0.2786,0.3455,0.901
37.492000,0.7679,-0.2864,0.3609,0.896
37.493000,0.7525,-0.2910,0.3765,0.890
37.494000,0.7354,-0.2967,0.3907,0.884
37.497000,0.7205,-0.3028,0.4063,0.881
37.497000,0.7044,-0.3069,0.4202,0.876
37.501000,0.6871,-0.3118,0.4344,0.871
37.501000,0.6727,-0.3162,0.4468,0.867
37.516000,0.6573,-0.3211,0.4590,0.864
37.518000,0.6409,-0.3243,0.4700,0.858
37.520000,0.6251,-0.3257,0.4827,0.854
37.521000,0.6065,-0.3269,0.4908,0.846
37.537000,0.5936,-0.3282,0.4986,0.842
37.539000,0.5782,-0.3264,0.5086,0.836
37.540000,0.5630,-0.3240,0.5147,0.829
37.541000,0.5479,-0.3203,0.5186,0.820
37.542000,0.5340,-0.3157,0.5240,0.812
37.543000,0.5206,-0.3133,0.5276,0.805
37.544000,0.5088,-0.3072,0.5286,0.795
37.545000,0.4974,-0.2998,0.5267,0.784
37.546000,0.4859,-0.2945,0.5206,0.771
37.547000,0.4742,-0.2876,0.5110,0.754
37.548000,0.4651,-0.2791,0.5018,0.739
37.549000,0.4566,-0.2759,0.4918,0.726
37.550000,0.4468,-0.2713,0.4815,0.711
37.551000,0.4383,-0.2639,0.4688,0.694
37.551000,0.4324,-0.2593,0.4588,0.682
37.552000,0.4268,-0.2530,0.4476,0.668
37.553000,0.4195,-0.2466,0.4361,0.653
37.553000,0.4136,-0.2410,0.4290,0.643
37.556000,0.4068,-0.2371,0.4190,0.630
37.558000,0.4014,-0.2307,0.4100,0.618
37.560000,0.3968,-0.2237,0.3982,0.605
37.561000,0.3904,-0.2217,0.3865,0.592
37.564000,0.3848,-0.2171,0.3753,0.580
37.570000,0.3809,-0.2144,0.3638,0.569
37.570000,0.3750,-0.2114,0.3528,0.557
37.571000,0.3692,-0.2095,0.3426,0.545
37.573000,0.3653,-0.2073,0.3269,0.532
37.576000,0.3592,-0.2046,0.3160,0.520
37.578000,0.3538,-0.2036,0.3047,0.509
37.582000,0.3484,-0.2002,0.2908,0.496
37.591000,0.3413,-0.2024,0.2779,0.484
37.592000,0.3367,-0.1992,0.2669,0.474
37.592000,0.3348,-0.1980,0.2549,0.465
37.593000,0.3350,-0.1980,0.2420,0.458
37.598000,0.3328,-0.1990,0.2320,0.452
37.600000,0.3311,-0.1968,0.2200,0.444
37.601000,0.3330,-0.1963,0.2090,0.439
37.601000,0.3352,-0.1978,0.1990,0.437
37.613000,0.3389,-0.1983,0.1919,0.437
37.613000,0.3416,-0.1992,0.1829,0.436
37.614000,0.3460,-0.1980,0.1743,0.435
37.614000,0.3509,-0.1980,0.1651,0.435
