time,gFx,gFy,gFz,TgF
3.177000,0.8438,-0.5403,0.0667,1.004
3.179000,0.8433,-0.5403,0.0667,1.004
3.181000,0.8433,-0.5386,0.0654,1.003
3.183000,0.8448,-0.5377,0.0659,1.004
3.186000,0.8441,-0.5391,0.0664,1.004
3.190000,0.8441,-0.5384,0.0662,1.003
3.192000,0.8443,-0.5374,0.0652,1.003
3.193000,0.8448,-0.5374,0.0623,1.003
3.196000,0.8448,-0.5384,0.0615,1.004
3.198000,0.8470,-0.5384,0.0606,1.005
3.200000,0.8468,-0.5389,0.0588,1.005
3.203000,0.8451,-0.5381,0.0566,1.003
3.209000,0.8463,-0.5372,0.0554,1.004
3.210000,0.8458,-0.5381,0.0544,1.004
3.210000,0.8463,-0.5391,0.0547,1.005
3.212000,0.8473,-0.5384,0.0571,1.005
3.215000,0.8470,-0.5372,0.0566,1.005
3.217000,0.8463,-0.5364,0.0566,1.004
3.220000,0.8458,-0.5359,0.0564,1.003
3.232000,0.8465,-0.5347,0.0549,1.003
3.233000,0.8475,-0.5342,0.0552,1.003
3.234000,0.8441,-0.5355,0.0544,1.001
3.235000,0.8433,-0.5342,0.0547,1.000
3.236000,0.8426,-0.5355,0.0544,1.000
3.256000,0.8412,-0.5372,0.0523,0.999
3.257000,0.8397,-0.5372,0.0552,0.998
3.257000,0.8372,-0.5372,0.0552,0.996
3.257000,0.8353,-0.5367,0.0554,0.994
3.258000,0.8341,-0.5359,0.0552,0.993
3.258000,0.8333,-0.5347,0.0559,0.992
3.258000,0.8314,-0.5364,0.0557,0.991
3.259000,0.8331,-0.5352,0.0549,0.992
3.259000,0.8326,-0.5369,0.0549,0.992
3.259000,0.8331,-0.5364,0.0547,0.992
3.260000,0.8341,-0.5386,0.0537,0.994
3.260000,0.8365,-0.5394,0.0530,0.997
3.262000,0.8385,-0.5398,0.0532,0.999
3.265000,0.8382,-0.5396,0.0552,0.998
3.267000,0.8397,-0.5401,0.0540,1.000
3.274000,0.8409,-0.5403,0.0544,1.001
3.275000,0.8409,-0.5398,0.0527,1.001
3.276000,0.8431,-0.5398,0.0530,1.003
3.277000,0.8451,-0.5389,0.0537,1.004
3.279000,0.8460,-0.5372,0.0569,1.004
3.281000,0.8470,-0.5386,0.0584,1.005
3.284000,0.8475,-0.5377,0.0586,1.005
3.286000,0.8485,-0.5384,0.0588,1.007
3.290000,0.8502,-0.5384,0.0593,1.008
3.293000,0.8521,-0.5372,0.0601,1.009
3.295000,0.8524,-0.5372,0.0608,1.009
3.296000,0.8558,-0.5337,0.0623,1.011
3.298000,0.8573,-0.5352,0.0625,1.013
3.300000,0.8600,-0.5330,0.0620,1.014
3.302000,0.8609,-0.5323,0.0618,1.014
3.306000,0.8614,-0.5325,0.0630,1.015
3.307000,0.8609,-0.5333,0.0623,1.015
3.311000,0.8597,-0.5355,0.0608,1.015
3.312000,0.8590,-0.5355,0.0584,1.014
3.314000,0.8575,-0.5352,0.0557,1.012
3.317000,0.8558,-0.5357,0.0537,1.011
3.319000,0.8534,-0.5359,0.0540,1.009
3.326000,0.8519,-0.5355,0.0540,1.008
3.341000,0.8516,-0.5372,0.0525,1.008
3.342000,0.8507,-0.5372,0.0515,1.007
3.343000,0.8514,-0.5362,0.0520,1.008
3.344000,0.8507,-0.5362,0.0515,1.007
3.344000,0.8497,-0.5347,0.0510,1.005
3.345000,0.8497,-0.5362,0.0496,1.006
3.346000,0.8502,-0.5352,0.0505,1.006
3.347000,0.8495,-0.5357,0.0493,1.005
3.347000,0.8477,-0.5364,0.0493,1.004
3.348000,0.8460,-0.5379,0.0471,1.004
3.349000,0.8438,-0.5398,0.0439,1.003
3.350000,0.8431,-0.5401,0.0430,1.002
3.364000,0.8409,-0.5403,0.0403,1.000
3.365000,0.8394,-0.5398,0.0374,0.999
3.365000,0.8368,-0.5420,0.0366,0.998
3.366000,0.8353,-0.5418,0.0366,0.996
3.366000,0.8348,-0.5401,0.0352,0.995
3.367000,0.8348,-0.5413,0.0352,0.996
3.369000,0.8309,-0.5389,0.0361,0.991
3.370000,0.8294,-0.5377,0.0364,0.989
3.387000,0.8292,-0.5389,0.0364,0.990
3.388000,0.8294,-0.5398,0.0378,0.990
3.388000,0.8289,-0.5377,0.0383,0.989
3.389000,0.8292,-0.5369,0.0415,0.989
3.389000,0.8311,-0.5364,0.0422,0.990
3.389000,0.8307,-0.5369,0.0442,0.990
3.390000,0.8324,-0.5396,0.0447,0.993
3.390000,0.8355,-0.5401,0.0439,0.996
3.391000,0.8387,-0.5411,0.0466,0.999
3.392000,0.8397,-0.5391,0.0481,0.999
3.395000,0.8407,-0.5381,0.0481,0.999
3.396000,0.8394,-0.5367,0.0505,0.998
3.398000,0.8414,-0.5386,0.0520,1.000
3.401000,0.8419,-0.5384,0.0530,1.001
3.404000,0.8419,-0.5384,0.0540,1.001
3.407000,0.8409,-0.5381,0.0562,1.000
3.408000,0.8407,-0.5374,0.0576,0.999
3.410000,0.8412,-0.5389,0.0588,1.001
3.413000,0.8407,-0.5389,0.0618,1.000
3.416000,0.8407,-0.5386,0.0625,1.000
3.420000,0.8409,-0.5379,0.0645,1.000
3.420000,0.8416,-0.5362,0.0649,1.000
3.425000,0.8424,-0.5342,0.0645,1.000
3.426000,0.8436,-0.5359,0.0667,1.002
3.427000,0.8433,-0.5345,0.0637,1.000
3.430000,0.8433,-0.5340,0.0642,1.000
3.432000,0.8448,-0.5355,0.0642,1.002
3.435000,0.8446,-0.5359,0.0642,1.002
3.446000,0.8446,-0.5367,0.0628,1.003
3.447000,0.8438,-0.5377,0.0615,1.002
3.448000,0.8433,-0.5398,0.0598,1.003
3.448000,0.8424,-0.5381,0.0571,1.001
3.451000,0.8392,-0.5389,0.0535,0.999
3.452000,0.8355,-0.5403,0.0518,0.996
3.453000,0.8350,-0.5391,0.0501,0.995
3.453000,0.8336,-0.5381,0.0474,0.993
3.467000,0.8304,-0.5377,0.0474,0.990
3.468000,0.8287,-0.5377,0.0454,0.989
3.469000,0.8280,-0.5369,0.0420,0.988
3.469000,0.8282,-0.5364,0.0432,0.988
3.470000,0.8307,-0.5384,0.0449,0.991
3.471000,0.8314,-0.5384,0.0452,0.992
3.475000,0.8311,-0.5374,0.0481,0.991
3.476000,0.8328,-0.5364,0.0488,0.992
3.476000,0.8336,-0.5374,0.0493,0.993
3.477000,0.8368,-0.5396,0.0505,0.997
3.479000,0.8372,-0.5398,0.0532,0.998
3.481000,0.8407,-0.5413,0.0544,1.001
3.484000,0.8416,-0.5403,0.0540,1.002
3.486000,0.8426,-0.5391,0.0549,1.002
3.489000,0.8407,-0.5369,0.0559,0.999
3.491000,0.8407,-0.5389,0.0576,1.000
3.493000,0.8390,-0.5398,0.0613,1.000
3.496000,0.8370,-0.5369,0.0642,0.996
3.498000,0.8375,-0.5355,0.0669,0.996
3.500000,0.8363,-0.5357,0.0667,0.995
3.503000,0.8363,-0.5364,0.0671,0.996
3.506000,0.8353,-0.5369,0.0696,0.995
3.508000,0.8363,-0.5367,0.0706,0.996
3.511000,0.8355,-0.5367,0.0703,0.996
3.513000,0.8346,-0.5352,0.0713,0.994
3.515000,0.8336,-0.5359,0.0723,0.994
3.517000,0.8336,-0.5345,0.0732,0.993
3.519000,0.8338,-0.5352,0.0730,0.994
3.523000,0.8355,-0.5350,0.0742,0.995
3.525000,0.8331,-0.5359,0.0747,0.993
3.527000,0.8348,-0.5352,0.0742,0.994
3.529000,0.8350,-0.5328,0.0720,0.993
3.532000,0.8363,-0.5328,0.0715,0.994
3.534000,0.8355,-0.5323,0.0703,0.993
3.541000,0.8358,-0.5333,0.0706,0.994
3.543000,0.8365,-0.5342,0.0701,0.995
3.545000,0.8343,-0.5352,0.0703,0.994
3.546000,0.8333,-0.5355,0.0669,0.993
3.547000,0.8311,-0.5367,0.0674,0.992
3.548000,0.8302,-0.5362,0.0671,0.991
3.567000,0.8304,-0.5347,0.0676,0.990
3.569000,0.8304,-0.5345,0.0679,0.990
3.571000,0.8302,-0.5342,0.0669,0.989
3.574000,0.8302,-0.5320,0.0676,0.988
3.583000,0.8309,-0.5323,0.0679,0.989
3.584000,0.8289,-0.5315,0.0652,0.987
3.586000,0.8311,-0.5320,0.0669,0.989
3.587000,0.8314,-0.5313,0.0659,0.989
3.589000,0.8309,-0.5301,0.0647,0.988
3.589000,0.8321,-0.5298,0.0649,0.989
3.590000,0.8343,-0.5291,0.0662,0.990
3.591000,0.8363,-0.5311,0.0657,0.993
3.592000,0.8377,-0.5337,0.0667,0.996
3.594000,0.8387,-0.5362,0.0674,0.998
3.595000,0.8390,-0.5362,0.0676,0.998
3.595000,0.8392,-0.5381,0.0689,0.999
3.596000,0.8390,-0.5386,0.0693,0.999
3.597000,0.8399,-0.5379,0.0684,1.000
3.598000,0.8402,-0.5391,0.0698,1.001
3.598000,0.8387,-0.5379,0.0691,0.999
3.599000,0.8399,-0.5359,0.0706,0.999
3.600000,0.8392,-0.5357,0.0708,0.998
3.602000,0.8370,-0.5355,0.0725,0.996
3.605000,0.8353,-0.5355,0.0713,0.995
3.606000,0.8350,-0.5333,0.0718,0.993
3.609000,0.8338,-0.5340,0.0720,0.993
3.616000,0.8348,-0.5345,0.0718,0.994
3.617000,0.8333,-0.5342,0.0715,0.992
3.617000,0.8328,-0.5342,0.0732,0.992
3.618000,0.8314,-0.5372,0.0750,0.993
3.620000,0.8321,-0.5374,0.0745,0.993
3.627000,0.8338,-0.5384,0.0732,0.995
3.627000,0.8355,-0.5362,0.0735,0.995
3.628000,0.8358,-0.5379,0.0754,0.997
3.632000,0.8382,-0.5386,0.0754,0.999
3.635000,0.8399,-0.5377,0.0757,1.000
3.635000,0.8399,-0.5372,0.0759,1.000
3.637000,0.8419,-0.5384,0.0757,1.002
3.643000,0.8404,-0.5389,0.0747,1.001
3.644000,0.8394,-0.5367,0.0752,0.999
3.645000,0.8387,-0.5352,0.0762,0.998
3.647000,0.8385,-0.5333,0.0779,0.997
3.649000,0.8372,-0.5320,0.0772,0.995
3.652000,0.8368,-0.5313,0.0754,0.994
3.654000,0.8358,-0.5311,0.0767,0.993
3.658000,0.8353,-0.5303,0.0757,0.992
3.659000,0.8355,-0.5298,0.0752,0.992
3.661000,0.8368,-0.5303,0.0750,0.993
3.663000,0.8385,-0.5301,0.0757,0.995
3.666000,0.8392,-0.5301,0.0747,0.995
3.668000,0.8407,-0.5286,0.0723,0.996
3.670000,0.8397,-0.5301,0.0732,0.996
3.675000,0.8404,-0.5284,0.0718,0.995
3.676000,0.8424,-0.5281,0.0728,0.997
3.677000,0.8431,-0.5279,0.0718,0.997
3.680000,0.8436,-0.5281,0.0720,0.998
3.682000,0.8443,-0.5289,0.0701,0.999
3.685000,0.8438,-0.5289,0.0676,0.998
3.687000,0.8421,-0.5296,0.0686,0.997
3.693000,0.8424,-0.5289,0.0667,0.997
3.694000,0.8399,-0.5296,0.0674,0.995
3.695000,0.8402,-0.5315,0.0684,0.997
3.696000,0.8397,-0.5308,0.0693,0.996
3.699000,0.8392,-0.5301,0.0691,0.995
3.701000,0.8387,-0.5286,0.0681,0.994
3.704000,0.8382,-0.5301,0.0691,0.994
3.709000,0.8375,-0.5289,0.0706,0.993
3.710000,0.8377,-0.5289,0.0720,0.993
3.711000,0.8372,-0.5301,0.0720,0.994
3.714000,0.8368,-0.5298,0.0715,0.993
3.716000,0.8363,-0.5274,0.0698,0.991
3.718000,0.8358,-0.5308,0.0686,0.992
3.720000,0.8380,-0.5333,0.0684,0.996
3.728000,0.8397,-0.5337,0.0667,0.997
3.729000,0.8409,-0.5328,0.0654,0.998
3.730000,0.8421,-0.5330,0.0652,0.999
3.730000,0.8433,-0.5325,0.0637,0.999
3.734000,0.8436,-0.5315,0.0637,0.999
3.735000,0.8431,-0.5345,0.0623,1.000
3.736000,0.8424,-0.5347,0.0603,1.000
3.747000,0.8421,-0.5362,0.0586,1.000
3.748000,0.8387,-0.5362,0.0591,0.997
3.749000,0.8390,-0.5347,0.0588,0.997
3.750000,0.8375,-0.5352,0.0596,0.996
3.753000,0.8360,-0.5342,0.0569,0.994
3.754000,0.8380,-0.5311,0.0566,0.994
3.755000,0.8375,-0.5296,0.0579,0.993
3.774000,0.8348,-0.5301,0.0571,0.991
3.775000,0.8336,-0.5286,0.0586,0.989
3.776000,0.8338,-0.5298,0.0603,0.990
3.777000,0.8346,-0.5294,0.0613,0.990
3.778000,0.8348,-0.5306,0.0620,0.991
3.778000,0.8370,-0.5308,0.0632,0.993
3.779000,0.8397,-0.5298,0.0657,0.995
3.780000,0.8424,-0.5320,0.0667,0.999
3.781000,0.8465,-0.5347,0.0679,1.004
3.782000,0.8470,-0.5357,0.0676,1.004
3.782000,0.8470,-0.5369,0.0691,1.005
3.783000,0.8473,-0.5359,0.0667,1.005
3.784000,0.8465,-0.5357,0.0662,1.004
3.786000,0.8438,-0.5362,0.0671,1.002
3.791000,0.8429,-0.5369,0.0667,1.002
3.792000,0.8424,-0.5372,0.0681,1.001
3.793000,0.8387,-0.5369,0.0671,0.998
3.804000,0.8377,-0.5372,0.0681,0.997
3.805000,0.8387,-0.5367,0.0698,0.998
3.807000,0.8377,-0.5357,0.0718,0.997
3.808000,0.8375,-0.5355,0.0713,0.997
3.808000,0.8382,-0.5357,0.0706,0.997
3.812000,0.8365,-0.5359,0.0703,0.996
3.813000,0.8375,-0.5352,0.0696,0.996
3.813000,0.8365,-0.5359,0.0701,0.996
3.815000,0.8348,-0.5372,0.0671,0.995
3.817000,0.8348,-0.5374,0.0645,0.995
3.819000,0.8346,-0.5369,0.0632,0.994
3.822000,0.8336,-0.5384,0.0623,0.994
3.825000,0.8326,-0.5379,0.0620,0.993
3.827000,0.8324,-0.5379,0.0610,0.993
3.829000,0.8314,-0.5377,0.0618,0.992
3.831000,0.8314,-0.5355,0.0613,0.991
3.834000,0.8292,-0.5369,0.0601,0.990
3.837000,0.8289,-0.5377,0.0598,0.990
3.851000,0.8287,-0.5355,0.0598,0.988
3.853000,0.8297,-0.5345,0.0603,0.989
3.854000,0.8307,-0.5345,0.0606,0.990
3.855000,0.8321,-0.5330,0.0598,0.990
3.856000,0.8348,-0.5328,0.0586,0.992
3.857000,0.8350,-0.5323,0.0569,0.992
3.858000,0.8360,-0.5320,0.0574,0.993
3.859000,0.8363,-0.5313,0.0579,0.992
3.890000,0.8370,-0.5311,0.0564,0.993
3.892000,0.8392,-0.5318,0.0588,0.995
3.893000,0.8414,-0.5311,0.0586,0.997
3.894000,0.8412,-0.5294,0.0559,0.995
3.895000,0.8419,-0.5308,0.0569,0.997
3.896000,0.8421,-0.5281,0.0559,0.996
3.896000,0.8414,-0.5298,0.0591,0.996
3.897000,0.8431,-0.5294,0.0576,0.997
3.898000,0.8453,-0.5289,0.0581,0.999
3.898000,0.8465,-0.5298,0.0598,1.000
3.899000,0.8477,-0.5301,0.0610,1.002
3.900000,0.8490,-0.5323,0.0598,1.004
3.900000,0.8499,-0.5318,0.0606,1.004
3.901000,0.8502,-0.5323,0.0598,1.005
3.901000,0.8495,-0.5315,0.0581,1.004
3.902000,0.8468,-0.5303,0.0586,1.001
3.903000,0.8468,-0.5318,0.0606,1.002
3.903000,0.8470,-0.5333,0.0601,1.003
3.904000,0.8455,-0.5340,0.0603,1.002
3.904000,0.8463,-0.5347,0.0608,1.003
3.905000,0.8455,-0.5315,0.0625,1.001
3.908000,0.8455,-0.5333,0.0662,1.002
3.909000,0.8458,-0.5340,0.0671,1.003
3.912000,0.8470,-0.5340,0.0681,1.004
3.914000,0.8455,-0.5350,0.0693,1.003
3.916000,0.8443,-0.5342,0.0703,1.002
3.918000,0.8424,-0.5352,0.0691,1.000
3.920000,0.8414,-0.5377,0.0693,1.001
3.929000,0.8414,-0.5369,0.0679,1.000
3.930000,0.8409,-0.5347,0.0696,0.999
3.931000,0.8421,-0.5357,0.0689,1.000
3.932000,0.8412,-0.5362,0.0669,1.000
3.935000,0.8392,-0.5372,0.0674,0.999
3.937000,0.8397,-0.5389,0.0659,1.000
3.937000,0.8399,-0.5372,0.0652,0.999
3.946000,0.8385,-0.5377,0.0647,0.998
3.947000,0.8399,-0.5369,0.0649,0.999
3.948000,0.8414,-0.5381,0.0628,1.001
3.948000,0.8414,-0.5372,0.0613,1.000
3.949000,0.8412,-0.5377,0.0603,1.000
3.952000,0.8404,-0.5374,0.0625,1.000
3.954000,0.8394,-0.5355,0.0628,0.998
3.956000,0.8382,-0.5367,0.0628,0.997
3.959000,0.8360,-0.5377,0.0610,0.996
3.961000,0.8358,-0.5381,0.0598,0.996
3.963000,0.8382,-0.5401,0.0610,0.999
3.966000,0.8375,-0.5391,0.0618,0.998
3.968000,0.8392,-0.5381,0.0598,0.999
3.970000,0.8436,-0.5406,0.0581,1.004
3.974000,0.8451,-0.5406,0.0581,1.005
3.977000,0.8468,-0.5398,0.0591,1.006
3.978000,0.8470,-0.5391,0.0581,1.006
3.980000,0.8487,-0.5384,0.0564,1.007
3.983000,0.8487,-0.5374,0.0571,1.006
3.985000,0.8455,-0.5369,0.0579,1.003
3.987000,0.8458,-0.5357,0.0574,1.003
3.989000,0.8460,-0.5352,0.0574,1.003
3.994000,0.8480,-0.5342,0.0584,1.004
3.996000,0.8490,-0.5323,0.0596,1.004
3.997000,0.8524,-0.5323,0.0598,1.007
3.999000,0.8558,-0.5318,0.0608,1.009
4.001000,0.8587,-0.5308,0.0623,1.011
4.004000,0.8612,-0.5279,0.0647,1.012
4.006000,0.8634,-0.5272,0.0674,1.014
4.013000,0.8670,-0.5257,0.0659,1.016
4.014000,0.8700,-0.5262,0.0693,1.019
4.015000,0.8714,-0.5250,0.0711,1.020
4.015000,0.8724,-0.5213,0.0706,1.019
4.019000,0.8705,-0.5225,0.0686,1.018
4.020000,0.8692,-0.5225,0.0667,1.016
4.023000,0.8665,-0.5215,0.0642,1.013
4.035000,0.8639,-0.5223,0.0608,1.011
4.036000,0.8619,-0.5220,0.0603,1.009
4.037000,0.8585,-0.5208,0.0571,1.006
4.053000,0.8580,-0.5206,0.0547,1.005
4.053000,0.8565,-0.5220,0.0525,1.004
4.054000,0.8551,-0.5220,0.0540,1.003
4.054000,0.8531,-0.5228,0.0527,1.002
4.055000,0.8490,-0.5215,0.0537,0.998
4.055000,0.8487,-0.5240,0.0527,0.999
4.058000,0.8458,-0.5232,0.0510,0.996
4.058000,0.8446,-0.5247,0.0523,0.996
4.059000,0.8424,-0.5284,0.0523,0.996
4.059000,0.8404,-0.5279,0.0523,0.994
4.059000,0.8360,-0.5296,0.0547,0.991
4.060000,0.8353,-0.5276,0.0559,0.990
4.060000,0.8338,-0.5284,0.0596,0.989
4.063000,0.8304,-0.5284,0.0610,0.986
4.065000,0.8285,-0.5276,0.0637,0.984
4.067000,0.8275,-0.5281,0.0659,0.984
4.069000,0.8253,-0.5276,0.0679,0.982
4.072000,0.8245,-0.5289,0.0689,0.982
4.075000,0.8214,-0.5274,0.0713,0.979
4.080000,0.8233,-0.5272,0.0720,0.980
4.080000,0.8216,-0.5276,0.0728,0.979
4.081000,0.8214,-0.5279,0.0732,0.979
4.083000,0.8206,-0.5296,0.0730,0.979
4.086000,0.8209,-0.5308,0.0713,0.980
4.089000,0.8233,-0.5306,0.0703,0.982
4.094000,0.8263,-0.5311,0.0693,0.985
4.096000,0.8275,-0.5313,0.0686,0.986
4.097000,0.8277,-0.5320,0.0686,0.986
4.099000,0.8297,-0.5303,0.0711,0.987
4.100000,0.8302,-0.5296,0.0696,0.987
4.103000,0.8328,-0.5281,0.0698,0.989
4.105000,0.8355,-0.5281,0.0693,0.991
4.108000,0.8368,-0.5267,0.0698,0.991
4.111000,0.8399,-0.5257,0.0693,0.993
4.113000,0.8441,-0.5257,0.0669,0.997
4.118000,0.8465,-0.5245,0.0669,0.998
4.119000,0.8497,-0.5230,0.0642,1.000
4.120000,0.8514,-0.5223,0.0593,1.001
4.122000,0.8526,-0.5213,0.0571,1.001
4.124000,0.8548,-0.5186,0.0549,1.001
4.134000,0.8578,-0.5171,0.0488,1.003
4.135000,0.8592,-0.5135,0.0435,1.002
4.135000,0.8609,-0.5115,0.0383,1.002
4.136000,0.8651,-0.5091,0.0332,1.004
4.140000,0.8661,-0.5071,0.0291,1.004
4.141000,0.8678,-0.5074,0.0254,1.006
4.142000,0.8714,-0.5074,0.0230,1.009
4.143000,0.8736,-0.5069,0.0190,1.010
4.152000,0.8753,-0.5066,0.0156,1.012
4.153000,0.8783,-0.5054,0.0127,1.013
4.154000,0.8819,-0.5030,0.0105,1.015
4.155000,0.8841,-0.5005,0.0059,1.016
4.156000,0.8844,-0.5005,0.0032,1.016
4.157000,0.8844,-0.5005,-0.0005,1.016
4.161000,0.8829,-0.4983,-0.0061,1.014
4.162000,0.8822,-0.4998,-0.0090,1.014
4.164000,0.8824,-0.5020,-0.0120,1.015
4.166000,0.8827,-0.5010,-0.0151,1.015
4.168000,0.8831,-0.5018,-0.0137,1.016
4.171000,0.8817,-0.5027,-0.0129,1.015
4.174000,0.8817,-0.5044,-0.0098,1.016
4.176000,0.8800,-0.5054,-0.0083,1.015
4.178000,0.8778,-0.5054,-0.0022,1.013
4.180000,0.8753,-0.5064,0.0051,1.011
4.183000,0.8751,-0.5081,0.0115,1.012
4.185000,0.8717,-0.5076,0.0193,1.009
4.188000,0.8692,-0.5101,0.0291,1.008
4.190000,0.8675,-0.5105,0.0366,1.007
4.196000,0.8636,-0.5130,0.0461,1.006
4.196000,0.8612,-0.5130,0.0554,1.004
4.197000,0.8585,-0.5162,0.0615,1.004
4.199000,0.8565,-0.5191,0.0701,1.004
4.202000,0.8543,-0.5210,0.0798,1.004
4.204000,0.8529,-0.5230,0.0864,1.004
4.206000,0.8524,-0.5242,0.0911,1.005
4.212000,0.8509,-0.5267,0.0950,1.005
4.212000,0.8495,-0.5269,0.1035,1.005
4.214000,0.8480,-0.5303,0.1082,1.006
4.216000,0.8480,-0.5303,0.1116,1.006
4.218000,0.8487,-0.5315,0.1160,1.008
4.220000,0.8482,-0.5345,0.1196,1.010
4.223000,0.8475,-0.5362,0.1238,1.010
4.230000,0.8463,-0.5357,0.1267,1.010
4.232000,0.8460,-0.5377,0.1272,1.010
4.244000,0.8463,-0.5374,0.1275,1.011
4.245000,0.8443,-0.5381,0.1255,1.009
4.245000,0.8448,-0.5401,0.1245,1.010
4.246000,0.8438,-0.5401,0.1214,1.009
4.246000,0.8421,-0.5413,0.1160,1.008
4.246000,0.8392,-0.5423,0.1140,1.006
4.247000,0.8375,-0.5389,0.1101,1.002
4.247000,0.8355,-0.5381,0.1050,0.999
4.249000,0.8316,-0.5394,0.0999,0.996
4.251000,0.8289,-0.5374,0.0955,0.993
4.253000,0.8263,-0.5374,0.0879,0.990
4.256000,0.8231,-0.5374,0.0837,0.987
4.260000,0.8221,-0.5364,0.0784,0.985
4.262000,0.8211,-0.5357,0.0725,0.983
4.263000,0.8209,-0.5369,0.0667,0.983
4.266000,0.8206,-0.5364,0.0603,0.982
4.271000,0.8214,-0.5362,0.0566,0.983
4.271000,0.8231,-0.5352,0.0527,0.983
4.272000,0.8243,-0.5342,0.0481,0.983
4.276000,0.8253,-0.5325,0.0459,0.983
4.277000,0.8272,-0.5311,0.0413,0.984
4.279000,0.8287,-0.5320,0.0374,0.985
4.282000,0.8294,-0.5311,0.0332,0.985
4.285000,0.8294,-0.5301,0.0298,0.985
4.287000,0.8297,-0.5301,0.0266,0.985
4.289000,0.8324,-0.5306,0.0225,0.987
4.292000,0.8353,-0.5315,0.0198,0.990
4.294000,0.8372,-0.5320,0.0178,0.992
4.296000,0.8380,-0.5323,0.0144,0.993
4.298000,0.8375,-0.5333,0.0144,0.993
4.301000,0.8368,-0.5333,0.0146,0.992
4.303000,0.8380,-0.5325,0.0134,0.993
4.305000,0.8382,-0.5335,0.0149,0.994
4.309000,0.8387,-0.5325,0.0171,0.994
4.312000,0.8397,-0.5330,0.0212,0.995
4.313000,0.8377,-0.5325,0.0244,0.993
4.315000,0.8399,-0.5318,0.0300,0.995
4.317000,0.8404,-0.5303,0.0337,0.994
4.319000,0.8392,-0.5301,0.0393,0.993
4.322000,0.8402,-0.5296,0.0430,0.994
4.325000,0.8397,-0.5298,0.0476,0.994
4.331000,0.8402,-0.5284,0.0535,0.994
4.332000,0.8387,-0.5298,0.0566,0.994
4.333000,0.8382,-0.5303,0.0588,0.994
4.339000,0.8404,-0.5318,0.0618,0.996
4.339000,0.8416,-0.5323,0.0662,0.998
4.340000,0.8397,-0.5325,0.0686,0.997
4.342000,0.8399,-0.5313,0.0730,0.997
4.348000,0.8392,-0.5340,0.0747,0.997
4.349000,0.8382,-0.5325,0.0798,0.996
4.351000,0.8390,-0.5318,0.0845,0.997
4.352000,0.8394,-0.5311,0.0869,0.997
4.353000,0.8397,-0.5342,0.0906,0.999
4.355000,0.8390,-0.5330,0.0930,0.998
4.358000,0.8402,-0.5330,0.0933,0.999
4.363000,0.8407,-0.5330,0.0938,1.000
4.364000,0.8380,-0.5318,0.0955,0.997
4.365000,0.8419,-0.5311,0.0945,1.000
4.367000,0.8397,-0.5328,0.0947,0.999
4.370000,0.8404,-0.5333,0.0942,1.000
4.372000,0.8402,-0.5345,0.0938,1.000
4.378000,0.8387,-0.5359,0.0906,0.999
4.379000,0.8377,-0.5367,0.0889,0.999
4.380000,0.8375,-0.5374,0.0881,0.999
4.381000,0.8368,-0.5394,0.0855,0.999
4.385000,0.8372,-0.5389,0.0828,0.999
4.386000,0.8358,-0.5374,0.0801,0.997
4.390000,0.8348,-0.5386,0.0767,0.996
4.392000,0.8333,-0.5384,0.0728,0.995
4.393000,0.8319,-0.5384,0.0706,0.993
4.396000,0.8321,-0.5403,0.0669,0.994
4.398000,0.8297,-0.5386,0.0642,0.991
4.401000,0.8285,-0.5389,0.0613,0.990
4.414000,0.8280,-0.5394,0.0579,0.990
4.414000,0.8263,-0.5379,0.0544,0.987
4.414000,0.8263,-0.5379,0.0540,0.987
4.415000,0.8260,-0.5357,0.0493,0.986
4.415000,0.8280,-0.5342,0.0469,0.986
4.416000,0.8275,-0.5352,0.0454,0.987
4.417000,0.8282,-0.5350,0.0444,0.987
4.419000,0.8297,-0.5359,0.0457,0.989
4.421000,0.8287,-0.5359,0.0447,0.988
4.423000,0.8285,-0.5357,0.0435,0.988
4.432000,0.8285,-0.5342,0.0437,0.987
4.433000,0.8324,-0.5335,0.0435,0.990
4.433000,0.8336,-0.5342,0.0437,0.991
4.435000,0.8350,-0.5315,0.0425,0.991
4.436000,0.8380,-0.5323,0.0469,0.994
4.438000,0.8380,-0.5318,0.0491,0.994
4.440000,0.8377,-0.5328,0.0525,0.994
4.443000,0.8382,-0.5323,0.0559,0.995
4.445000,0.8407,-0.5308,0.0584,0.996
4.447000,0.8421,-0.5328,0.0606,0.998
4.449000,0.8443,-0.5311,0.0630,0.999
4.452000,0.8433,-0.5301,0.0649,0.998
4.454000,0.8448,-0.5313,0.0676,1.000
4.456000,0.8470,-0.5313,0.0711,1.002
4.459000,0.8495,-0.5311,0.0708,1.004
4.461000,0.8509,-0.5298,0.0718,1.005
4.464000,0.8524,-0.5296,0.0728,1.006
4.466000,0.8534,-0.5301,0.0754,1.007
4.468000,0.8568,-0.5323,0.0754,1.011
4.471000,0.8575,-0.5335,0.0754,1.013
4.473000,0.8563,-0.5347,0.0750,1.012
4.477000,0.8551,-0.5359,0.0764,1.012
4.479000,0.8531,-0.5355,0.0772,1.010
4.481000,0.8507,-0.5364,0.0752,1.008
4.483000,0.8473,-0.5379,0.0742,1.006
4.487000,0.8412,-0.5384,0.0732,1.001
4.488000,0.8382,-0.5377,0.0711,0.998
4.490000,0.8333,-0.5394,0.0671,0.995
4.495000,0.8309,-0.5398,0.0667,0.993
