time,gFx,gFy,gFz,TgF
0.003000,0.3455,0.5001,0.7161,0.939
0.004000,0.3467,0.5008,0.7242,0.946
0.004000,0.3501,0.5013,0.7303,0.952
0.005000,0.3531,0.4993,0.7384,0.959
0.005000,0.3587,0.4983,0.7445,0.965
0.006000,0.3614,0.4971,0.7530,0.972
0.015000,0.3633,0.4954,0.7611,0.978
0.015000,0.3655,0.4947,0.7694,0.985
0.016000,0.3675,0.4920,0.7764,0.990
0.016000,0.3675,0.4905,0.7845,0.996
0.019000,0.3680,0.4903,0.7938,1.003
0.020000,0.3667,0.4874,0.8048,1.010
0.032000,0.3648,0.4874,0.8145,1.017
0.033000,0.3626,0.4856,0.8228,1.022
0.033000,0.3619,0.4839,0.8304,1.027
0.034000,0.3579,0.4827,0.8350,1.029
0.034000,0.3550,0.4822,0.8360,1.028
0.035000,0.3501,0.4810,0.8375,1.027
0.035000,0.3457,0.4810,0.8375,1.026
0.041000,0.3396,0.4793,0.8338,1.020
0.042000,0.3367,0.4781,0.8289,1.014
0.042000,0.3318,0.4759,0.8255,1.009
0.045000,0.3318,0.4742,0.8167,1.001
0.048000,0.3286,0.4742,0.8072,0.992
0.050000,0.3277,0.4732,0.7994,0.985
0.053000,0.3262,0.4739,0.7909,0.978
0.058000,0.3262,0.4732,0.7840,0.972
0.059000,0.3250,0.4732,0.7789,0.968
0.059000,0.3240,0.4729,0.7752,0.964
0.062000,0.3225,0.4727,0.7706,0.960
0.064000,0.3196,0.4732,0.7650,0.955
0.066000,0.3196,0.4754,0.7608,0.952
0.069000,0.3181,0.4759,0.7576,0.950
0.071000,0.3160,0.4761,0.7552,0.947
0.077000,0.3135,0.4766,0.7542,0.946
0.078000,0.3133,0.4749,0.7515,0.943
0.079000,0.3140,0.4754,0.7479,0.940
0.081000,0.3152,0.4756,0.7479,0.941
0.083000,0.3140,0.4776,0.7457,0.940
0.088000,0.3157,0.4783,0.7447,0.940
0.088000,0.3169,0.4788,0.7413,0.938
0.093000,0.3160,0.4795,0.7396,0.936
0.094000,0.3196,0.4800,0.7366,0.936
0.095000,0.3228,0.4795,0.7354,0.935
0.099000,0.3255,0.4798,0.7330,0.935
0.100000,0.3267,0.4805,0.7291,0.932
0.102000,0.3291,0.4800,0.7271,0.931
0.104000,0.3294,0.4795,0.7261,0.930
0.117000,0.3328,0.4773,0.7237,0.929
0.118000,0.3323,0.4778,0.7191,0.925
0.119000,0.3345,0.4761,0.7166,0.923
0.120000,0.3355,0.4756,0.7142,0.921
0.120000,0.3365,0.4729,0.7137,0.920
0.121000,0.3367,0.4712,0.7127,0.918
0.122000,0.3335,0.4705,0.7115,0.916
0.125000,0.3345,0.4666,0.7120,0.915
0.126000,0.3357,0.4668,0.7117,0.915
0.129000,0.3352,0.4664,0.7122,0.915
0.133000,0.3330,0.4632,0.7130,0.913
0.134000,0.3333,0.4605,0.7161,0.914
0.135000,0.3345,0.4578,0.7183,0.915
0.138000,0.3345,0.4585,0.7210,0.918
0.145000,0.3323,0.4571,0.7203,0.916
0.146000,0.3326,0.4544,0.7249,0.918
0.147000,0.3348,0.4519,0.7259,0.918
0.148000,0.3343,0.4495,0.7254,0.917
0.149000,0.3328,0.4471,0.7247,0.914
0.151000,0.3326,0.4444,0.7240,0.912
0.154000,0.3321,0.4429,0.7257,0.913
0.156000,0.3311,0.4410,0.7266,0.912
0.164000,0.3296,0.4407,0.7261,0.911
0.165000,0.3301,0.4388,0.7254,0.910
0.165000,0.3343,0.4373,0.7254,0.911
0.166000,0.3379,0.4363,0.7247,0.911
0.168000,0.3394,0.4336,0.7252,0.911
0.170000,0.3423,0.4324,0.7247,0.911
0.175000,0.3438,0.4310,0.7215,0.908
0.179000,0.3472,0.4297,0.7200,0.908
0.182000,0.3514,0.4283,0.7178,0.907
0.183000,0.3526,0.4273,0.7152,0.905
0.183000,0.3538,0.4256,0.7105,0.901
0.184000,0.3531,0.4234,0.7071,0.897
0.187000,0.3545,0.4219,0.7047,0.895
0.190000,0.3548,0.4207,0.7003,0.891
0.198000,0.3538,0.4209,0.6966,0.887
0.199000,0.3557,0.4197,0.6903,0.883
0.200000,0.3553,0.4173,0.6844,0.877
0.200000,0.3548,0.4161,0.6805,0.873
0.201000,0.3545,0.4163,0.6741,0.868
0.203000,0.3555,0.4146,0.6688,0.863
0.215000,0.3565,0.4122,0.6592,0.855
0.216000,0.3567,0.4097,0.6485,0.846
0.216000,0.3545,0.4107,0.6426,0.841
0.217000,0.3511,0.4082,0.6334,0.831
0.217000,0.3496,0.4051,0.6236,0.822
0.218000,0.3472,0.4026,0.6160,0.814
0.219000,0.3453,0.3995,0.6075,0.805
0.224000,0.3435,0.3965,0.6002,0.797
0.229000,0.3409,0.3929,0.5916,0.788
0.230000,0.3399,0.3894,0.5838,0.780
0.230000,0.3382,0.3860,0.5762,0.772
0.232000,0.3352,0.3833,0.5694,0.764
0.234000,0.3330,0.3794,0.5648,0.758
0.236000,0.3286,0.3758,0.5567,0.748
0.241000,0.3262,0.3738,0.5491,0.740
0.243000,0.3223,0.3680,0.5462,0.733
0.244000,0.3203,0.3633,0.5435,0.728
0.246000,0.3157,0.3592,0.5384,0.720
0.249000,0.3140,0.3575,0.5325,0.714
0.250000,0.3116,0.3528,0.5291,0.708
0.273000,0.3103,0.3489,0.5218,0.700
0.274000,0.3091,0.3453,0.5140,0.692
0.275000,0.3079,0.3433,0.5074,0.686
0.277000,0.3069,0.3409,0.4983,0.677
0.278000,0.3030,0.3372,0.4883,0.666
0.280000,0.3040,0.3345,0.4756,0.656
0.283000,0.3037,0.3306,0.4622,0.644
0.284000,0.3023,0.3252,0.4493,0.632
0.286000,0.3037,0.3213,0.4366,0.621
0.286000,0.3028,0.3145,0.4253,0.609
0.288000,0.3030,0.3089,0.4170,0.601
0.292000,0.2991,0.3059,0.4092,0.592
0.292000,0.2962,0.3020,0.3990,0.581
0.293000,0.2920,0.2998,0.3890,0.571
0.293000,0.2913,0.2976,0.3802,0.564
0.294000,0.2893,0.2957,0.3743,0.558
0.294000,0.2910,0.2935,0.3697,0.555
0.294000,0.2947,0.2886,0.3665,0.552
0.310000,0.2998,0.2825,0.3660,0.551
0.311000,0.3064,0.2752,0.3660,0.551
0.312000,0.3113,0.2693,0.3672,0.552
0.312000,0.3186,0.2637,0.3677,0.553
0.313000,0.3216,0.2561,0.3721,0.555
0.313000,0.3250,0.2464,0.3726,0.552
0.314000,0.3289,0.2385,0.3743,0.552
0.314000,0.3306,0.2305,0.3748,0.550
0.315000,0.3335,0.2212,0.3738,0.548
0.318000,0.3377,0.2129,0.3746,0.547
0.319000,0.3406,0.2061,0.3728,0.545
0.321000,0.3418,0.2029,0.3682,0.542
0.331000,0.3435,0.1970,0.3662,0.539
0.331000,0.3438,0.1953,0.3636,0.537
0.332000,0.3445,0.1926,0.3577,0.533
0.332000,0.3445,0.1890,0.3514,0.527
0.333000,0.3433,0.1848,0.3445,0.520
0.335000,0.3448,0.1790,0.3372,0.514
0.338000,0.3460,0.1687,0.3318,0.508
0.345000,0.3472,0.1597,0.3257,0.502
0.346000,0.3494,0.1480,0.3181,0.495
0.347000,0.3504,0.1399,0.3113,0.489
0.348000,0.3514,0.1328,0.3055,0.484
0.349000,0.3472,0.1262,0.2998,0.476
0.352000,0.3409,0.1211,0.2923,0.465
0.354000,0.3304,0.1189,0.2867,0.453
0.358000,0.3252,0.1174,0.2808,0.445
0.359000,0.3272,0.1116,0.2720,0.440
0.362000,0.3316,0.1062,0.2630,0.436
0.364000,0.3384,0.0969,0.2537,0.434
0.367000,0.3406,0.0879,0.2422,0.427
0.369000,0.3435,0.0796,0.2329,0.423
0.371000,0.3460,0.0747,0.2197,0.417
0.376000,0.3465,0.0698,0.2071,0.410
0.377000,0.3455,0.0671,0.1912,0.401
0.378000,0.3462,0.0659,0.1719,0.392
0.383000,0.3487,0.0664,0.1550,0.387
0.386000,0.3538,0.0669,0.1348,0.384
0.387000,0.3623,0.0723,0.1174,0.388
0.388000,0.3760,0.0754,0.0955,0.395
0.393000,0.3919,0.0784,0.0762,0.407
0.393000,0.4104,0.0811,0.0564,0.422
0.397000,0.4346,0.0835,0.0376,0.444
0.398000,0.4583,0.0820,0.0186,0.466
0.399000,0.4839,0.0806,-0.0012,0.491
0.402000,0.5084,0.0774,-0.0164,0.514
0.404000,0.5325,0.0728,-0.0347,0.539
0.416000,0.5621,0.0671,-0.0501,0.568
0.417000,0.5889,0.0608,-0.0613,0.595
0.417000,0.6158,0.0557,-0.0664,0.622
0.418000,0.6456,0.0476,-0.0645,0.651
0.418000,0.6756,0.0422,-0.0557,0.679
0.419000,0.7071,0.0359,-0.0400,0.709
0.420000,0.7403,0.0298,-0.0137,0.741
0.430000,0.7703,0.0249,0.0154,0.771
0.432000,0.8016,0.0168,0.0523,0.803
0.433000,0.8294,0.0098,0.0935,0.835
0.433000,0.8565,0.0020,0.1375,0.867
0.434000,0.8812,-0.0085,0.1819,0.900
0.435000,0.9017,-0.0176,0.2288,0.930
0.437000,0.9186,-0.0293,0.2774,0.960
0.439000,0.9317,-0.0398,0.3238,0.987
0.447000,0.9439,-0.0520,0.3719,1.016
0.448000,0.9554,-0.0606,0.4231,1.047
0.448000,0.9637,-0.0696,0.4764,1.077
0.449000,0.9701,-0.0786,0.5274,1.107
0.453000,0.9747,-0.0886,0.5811,1.138
0.455000,0.9793,-0.0969,0.6419,1.175
0.456000,0.9845,-0.1040,0.7034,1.214
0.459000,0.9928,-0.1135,0.7650,1.258
0.461000,0.9952,-0.1221,0.8265,1.299
0.463000,0.9977,-0.1289,0.8839,1.339
0.465000,0.9984,-0.1345,0.9366,1.376
0.468000,0.9952,-0.1387,0.9852,1.407
0.470000,0.9830,-0.1382,1.0179,1.422
0.476000,0.9762,-0.1355,1.0541,1.443
0.477000,0.9681,-0.1306,1.0814,1.457
0.478000,0.9623,-0.1257,1.1002,1.467
0.480000,0.9535,-0.1194,1.1080,1.467
0.483000,0.9454,-0.1135,1.1039,1.458
0.485000,0.9386,-0.1111,1.0900,1.443
0.487000,0.9315,-0.1099,1.0692,1.422
0.499000,0.9288,-0.1145,1.0436,1.402
0.501000,0.9308,-0.1184,1.0172,1.384
0.503000,0.9369,-0.1235,0.9913,1.370
0.504000,0.9415,-0.1297,0.9703,1.358
0.505000,0.9479,-0.1323,0.9464,1.346
0.506000,0.9603,-0.1360,0.9207,1.337
0.508000,0.9664,-0.1389,0.8905,1.321
0.509000,0.9681,-0.1409,0.8600,1.303
0.510000,0.9662,-0.1404,0.8267,1.279
0.511000,0.9649,-0.1387,0.7928,1.257
0.519000,0.9620,-0.1365,0.7598,1.233
0.520000,0.9571,-0.1321,0.7254,1.208
0.520000,0.9532,-0.1306,0.6929,1.186
0.521000,0.9576,-0.1267,0.6624,1.171
0.522000,0.9632,-0.1250,0.6339,1.160
0.530000,0.9681,-0.1255,0.6016,1.147
0.531000,0.9713,-0.1270,0.5743,1.135
0.531000,0.9740,-0.1311,0.5484,1.125
0.535000,0.9747,-0.1377,0.5240,1.115
0.535000,0.9776,-0.1433,0.5025,1.109
0.545000,0.9815,-0.1485,0.4874,1.106
0.545000,0.9825,-0.1531,0.4703,1.100
0.546000,0.9842,-0.1570,0.4566,1.096
0.546000,0.9833,-0.1602,0.4395,1.089
0.546000,0.9808,-0.1624,0.4295,1.083
0.549000,0.9796,-0.1653,0.4153,1.077
0.552000,0.9772,-0.1692,0.4051,1.071
0.553000,0.9764,-0.1712,0.3960,1.067
0.555000,0.9786,-0.1751,0.3890,1.068
0.559000,0.9791,-0.1775,0.3821,1.066
0.559000,0.9818,-0.1817,0.3753,1.067
0.567000,0.9855,-0.1880,0.3692,1.069
0.568000,0.9879,-0.1983,0.3658,1.072
0.568000,0.9864,-0.2097,0.3633,1.072
0.569000,0.9872,-0.2197,0.3584,1.073
0.571000,0.9903,-0.2268,0.3565,1.077
0.575000,0.9952,-0.2339,0.3570,1.083
0.580000,1.0013,-0.2425,0.3597,1.091
0.580000,1.0089,-0.2510,0.3626,1.101
0.581000,1.0143,-0.2622,0.3631,1.109
0.584000,1.0235,-0.2705,0.3665,1.120
0.586000,1.0355,-0.2796,0.3721,1.135
0.588000,1.0458,-0.2847,0.3777,1.148
0.591000,1.0538,-0.2901,0.3868,1.159
0.598000,1.0616,-0.2945,0.3946,1.170
0.600000,1.0690,-0.2971,0.4026,1.180
0.600000,1.0741,-0.2998,0.4119,1.189
0.601000,1.0787,-0.2991,0.4214,1.196
0.603000,1.0807,-0.2981,0.4305,1.201
0.605000,1.0873,-0.2969,0.4341,1.208
0.607000,1.0961,-0.2969,0.4324,1.215
0.618000,1.1095,-0.3018,0.4266,1.226
0.619000,1.1268,-0.3069,0.4202,1.241
0.620000,1.1434,-0.3142,0.4129,1.256
0.620000,1.1588,-0.3233,0.4029,1.269
0.621000,1.1710,-0.3282,0.3924,1.278
0.621000,1.1818,-0.3365,0.3807,1.286
0.624000,1.1901,-0.3448,0.3721,1.294
0.626000,1.1964,-0.3474,0.3601,1.297
0.629000,1.2032,-0.3540,0.3492,1.302
0.631000,1.2064,-0.3589,0.3387,1.303
0.633000,1.2113,-0.3645,0.3306,1.307
0.635000,1.2137,-0.3706,0.3264,1.310
0.638000,1.2189,-0.3765,0.3221,1.316
0.640000,1.2211,-0.3807,0.3228,1.319
0.645000,1.2245,-0.3838,0.3230,1.323
0.646000,1.2296,-0.3885,0.3272,1.330
0.647000,1.2323,-0.3926,0.3328,1.335
0.650000,1.2352,-0.3953,0.3404,1.341
0.652000,1.2338,-0.3982,0.3457,1.342
0.657000,1.2338,-0.4017,0.3523,1.344
0.658000,1.2301,-0.4068,0.3597,1.345
0.668000,1.2279,-0.4122,0.3680,1.346
0.669000,1.2262,-0.4197,0.3733,1.349
0.670000,1.2206,-0.4278,0.3794,1.348
0.672000,1.2150,-0.4344,0.3853,1.347
0.673000,1.2089,-0.4463,0.3899,1.346
0.675000,1.2015,-0.4541,0.3951,1.344
0.676000,1.1971,-0.4629,0.4014,1.345
0.677000,1.1896,-0.4712,0.4060,1.342
0.687000,1.1820,-0.4808,0.4136,1.341
0.689000,1.1730,-0.4886,0.4209,1.339
0.693000,1.1686,-0.4930,0.4290,1.339
0.694000,1.1608,-0.4993,0.4388,1.338
0.695000,1.1527,-0.5054,0.4493,1.336
0.696000,1.1454,-0.5110,0.4583,1.335
0.697000,1.1388,-0.5171,0.4671,1.335
0.697000,1.1334,-0.5213,0.4761,1.335
0.698000,1.1290,-0.5262,0.4866,1.337
0.699000,1.1271,-0.5328,0.4937,1.341
0.702000,1.1244,-0.5381,0.5005,1.343
0.704000,1.1241,-0.5428,0.5096,1.348
0.708000,1.1239,-0.5486,0.5184,1.354
0.709000,1.1244,-0.5547,0.5272,1.360
0.719000,1.1239,-0.5596,0.5381,1.366
0.720000,1.1236,-0.5616,0.5484,1.371
0.721000,1.1236,-0.5652,0.5613,1.377
0.722000,1.1266,-0.5655,0.5743,1.385
0.723000,1.1307,-0.5652,0.5848,1.393
0.723000,1.1356,-0.5633,0.5972,1.401
0.734000,1.1368,-0.5601,0.6065,1.405
0.736000,1.1417,-0.5560,0.6146,1.411
0.737000,1.1490,-0.5513,0.6209,1.418
0.737000,1.1549,-0.5460,0.6268,1.423
0.745000,1.1610,-0.5408,0.6314,1.428
0.746000,1.1686,-0.5342,0.6329,1.432
0.747000,1.1757,-0.5301,0.6302,1.435
0.747000,1.1827,-0.5252,0.6282,1.439
0.748000,1.1879,-0.5218,0.6270,1.441
0.749000,1.1967,-0.5196,0.6214,1.445
0.750000,1.2059,-0.5162,0.6170,1.450
0.751000,1.2125,-0.5130,0.6146,1.453
0.754000,1.2208,-0.5103,0.6109,1.457
0.756000,1.2274,-0.5071,0.6085,1.461
0.760000,1.2333,-0.5047,0.6026,1.462
0.761000,1.2384,-0.5020,0.5987,1.464
0.763000,1.2423,-0.4959,0.5948,1.464
0.765000,1.2421,-0.4913,0.5914,1.461
0.768000,1.2448,-0.4861,0.5921,1.462
0.770000,1.2462,-0.4776,0.5945,1.461
0.772000,1.2482,-0.4688,0.5977,1.461
0.777000,1.2516,-0.4612,0.6019,1.463
0.778000,1.2572,-0.4544,0.6077,1.468
0.780000,1.2604,-0.4500,0.6168,1.474
0.783000,1.2650,-0.4436,0.6241,1.479
0.786000,1.2694,-0.4380,0.6285,1.483
0.787000,1.2721,-0.4324,0.6292,1.484
0.789000,1.2753,-0.4288,0.6319,1.486
0.793000,1.2750,-0.4273,0.6302,1.485
0.794000,1.2760,-0.4258,0.6263,1.484
0.803000,1.2775,-0.4266,0.6199,1.483
0.803000,1.2775,-0.4290,0.6099,1.479
0.804000,1.2797,-0.4305,0.6006,1.478
0.805000,1.2767,-0.4344,0.5877,1.471
0.806000,1.2723,-0.4378,0.5709,1.462
0.821000,1.2638,-0.4375,0.5503,1.446
0.822000,1.2506,-0.4375,0.5294,1.427
0.823000,1.2311,-0.4358,0.5057,1.400
0.823000,1.2084,-0.4341,0.4820,1.371
0.824000,1.1827,-0.4334,0.4551,1.339
0.824000,1.1554,-0.4310,0.4256,1.305
0.825000,1.1310,-0.4280,0.3973,1.273
0.825000,1.1056,-0.4278,0.3719,1.242
0.828000,1.0839,-0.4290,0.3462,1.216
0.831000,1.0641,-0.4283,0.3213,1.191
0.838000,1.0499,-0.4295,0.2971,1.173
0.839000,1.0353,-0.4297,0.2730,1.154
0.840000,1.0238,-0.4312,0.2498,1.139
0.840000,1.0133,-0.4334,0.2283,1.125
0.841000,1.0062,-0.4353,0.2088,1.116
0.851000,1.0006,-0.4373,0.1914,1.109
0.852000,0.9960,-0.4385,0.1768,1.102
0.852000,0.9940,-0.4397,0.1631,1.099
0.853000,0.9955,-0.4400,0.1502,1.099
0.853000,0.9991,-0.4417,0.1387,1.101
0.855000,1.0045,-0.4441,0.1336,1.106
0.863000,1.0089,-0.4422,0.1304,1.109
0.864000,1.0099,-0.4441,0.1292,1.111
0.865000,1.0126,-0.4451,0.1260,1.113
0.866000,1.0123,-0.4436,0.1257,1.112
0.867000,1.0091,-0.4412,0.1270,1.109
0.869000,1.0067,-0.4412,0.1265,1.106
0.872000,1.0025,-0.4378,0.1297,1.102
0.874000,1.0006,-0.4361,0.1331,1.100
0.881000,1.0013,-0.4332,0.1367,1.100
0.882000,1.0050,-0.4319,0.1384,1.103
0.882000,1.0086,-0.4322,0.1421,1.106
0.883000,1.0145,-0.4324,0.1453,1.112
0.885000,1.0228,-0.4322,0.1458,1.120
0.888000,1.0318,-0.4349,0.1458,1.129
0.890000,1.0379,-0.4378,0.1458,1.136
0.894000,1.0421,-0.4415,0.1472,1.141
0.896000,1.0421,-0.4405,0.1458,1.141
0.898000,1.0384,-0.4397,0.1404,1.136
0.900000,1.0272,-0.4366,0.1318,1.124
0.902000,1.0162,-0.4366,0.1216,1.113
0.905000,1.0055,-0.4346,0.1087,1.101
0.908000,0.9906,-0.4353,0.0938,1.086
0.920000,0.9752,-0.4366,0.0781,1.071
0.921000,0.9618,-0.4422,0.0606,1.060
0.922000,0.9513,-0.4478,0.0442,1.052
0.923000,0.9395,-0.4529,0.0315,1.043
0.924000,0.9288,-0.4576,0.0173,1.036
0.925000,0.9164,-0.4632,0.0049,1.027
0.925000,0.9029,-0.4671,-0.0046,1.017
0.941000,0.8900,-0.4688,-0.0100,1.006
0.942000,0.8802,-0.4695,-0.0125,0.998
0.943000,0.8700,-0.4683,-0.0110,0.988
0.943000,0.8636,-0.4659,-0.0078,0.981
0.944000,0.8609,-0.4656,0.0002,0.979
0.945000,0.8600,-0.4656,0.0076,0.978
0.946000,0.8612,-0.4676,0.0176,0.980
0.946000,0.8678,-0.4698,0.0281,0.987
0.947000,0.8726,-0.4742,0.0369,0.994
0.947000,0.8802,-0.4776,0.0469,1.003
0.950000,0.8883,-0.4834,0.0554,1.013
0.952000,0.8995,-0.4881,0.0645,1.025
0.955000,0.9095,-0.4913,0.0730,1.036
0.957000,0.9207,-0.4935,0.0789,1.048
0.962000,0.9325,-0.4949,0.0879,1.059
0.977000,0.9425,-0.4952,0.0950,1.069
0.978000,0.9491,-0.4937,0.1043,1.075
0.979000,0.9527,-0.4915,0.1126,1.078
0.979000,0.9544,-0.4888,0.1226,1.079
0.982000,0.9559,-0.4849,0.1333,1.080
0.983000,0.9566,-0.4805,0.1406,1.080
0.984000,0.9586,-0.4766,0.1458,1.080
0.985000,0.9574,-0.4727,0.1502,1.078
0.986000,0.9586,-0.4737,0.1533,1.080
0.986000,0.9579,-0.4759,0.1553,1.081
0.987000,0.9610,-0.4803,0.1541,1.085
0.988000,0.9623,-0.4842,0.1538,1.088
0.992000,0.9635,-0.4893,0.1548,1.092
0.993000,0.9649,-0.4930,0.1555,1.095
0.999000,0.9718,-0.4959,0.1568,1.102
1.000000,0.9806,-0.5008,0.1604,1.113
1.001000,0.9879,-0.5047,0.1663,1.122
1.002000,0.9930,-0.5076,0.1746,1.129
1.004000,0.9957,-0.5071,0.1819,1.132
1.006000,0.9916,-0.5054,0.1880,1.129
1.009000,0.9869,-0.4998,0.1914,1.123
1.020000,0.9786,-0.4988,0.1946,1.116
1.022000,0.9713,-0.4949,0.1956,1.108
1.022000,0.9649,-0.4932,0.1931,1.101
1.023000,0.9608,-0.4942,0.1868,1.096
1.035000,0.9564,-0.4966,0.1804,1.093
1.036000,0.9518,-0.4998,0.1685,1.088
1.037000,0.9496,-0.5008,0.1555,1.085
1.038000,0.9457,-0.5049,0.1458,1.082
1.039000,0.9435,-0.5086,0.1340,1.080
1.040000,0.9405,-0.5096,0.1284,1.077
1.040000,0.9359,-0.5120,0.1214,1.074
1.041000,0.9308,-0.5135,0.1165,1.069
1.042000,0.9264,-0.5140,0.1123,1.065
1.044000,0.9220,-0.5135,0.1096,1.061
1.045000,0.9183,-0.5140,0.1101,1.058
1.048000,0.9139,-0.5154,0.1101,1.055
1.050000,0.9093,-0.5157,0.1101,1.051
1.053000,0.9049,-0.5184,0.1091,1.049
1.054000,0.8971,-0.5210,0.1099,1.043
1.056000,0.8885,-0.5262,0.1074,1.038
1.058000,0.8802,-0.5306,0.1065,1.033
1.061000,0.8707,-0.5325,0.1057,1.026
1.063000,0.8602,-0.5377,0.1033,1.020
1.066000,0.8512,-0.5418,0.0979,1.014
1.069000,0.8399,-0.5435,0.0935,1.005
1.070000,0.8314,-0.5438,0.0928,0.998
1.073000,0.8236,-0.5450,0.0916,0.992
1.075000,0.8182,-0.5442,0.0899,0.987
1.079000,0.8123,-0.5452,0.0894,0.982
1.080000,0.8087,-0.5445,0.0899,0.979
1.082000,0.8075,-0.5447,0.0918,0.978
1.084000,0.8101,-0.5447,0.0928,0.981
1.087000,0.8153,-0.5440,0.0945,0.985
1.089000,0.8209,-0.5460,0.0940,0.990
1.092000,0.8292,-0.5464,0.0925,0.997
1.100000,0.8387,-0.5503,0.0918,1.007
1.102000,0.8465,-0.5513,0.0889,1.014
1.103000,0.8526,-0.5528,0.0862,1.020
1.104000,0.8609,-0.5533,0.0811,1.027
1.105000,0.8673,-0.5545,0.0794,1.032
1.106000,0.8739,-0.5547,0.0762,1.038
1.109000,0.8797,-0.5555,0.0732,1.043
1.115000,0.8841,-0.5547,0.0706,1.046
1.116000,0.8873,-0.5547,0.0679,1.049
1.117000,0.8880,-0.5543,0.0657,1.049
1.118000,0.8856,-0.5535,0.0628,1.046
1.119000,0.8814,-0.5530,0.0601,1.042
1.122000,0.8770,-0.5528,0.0564,1.038
1.124000,0.8709,-0.5528,0.0525,1.033
1.137000,0.8648,-0.5525,0.0488,1.027
1.139000,0.8563,-0.5511,0.0452,1.019
1.139000,0.8487,-0.5516,0.0422,1.013
1.140000,0.8429,-0.5503,0.0393,1.007
1.142000,0.8382,-0.5503,0.0391,1.004
1.143000,0.8333,-0.5479,0.0403,0.998
1.143000,0.8297,-0.5445,0.0420,0.993
1.147000,0.8275,-0.5440,0.0447,0.991
1.148000,0.8253,-0.5447,0.0457,0.990
1.149000,0.8258,-0.5440,0.0501,0.990
1.162000,0.8287,-0.5425,0.0559,0.992
1.163000,0.8307,-0.5450,0.0615,0.995
1.164000,0.8348,-0.5474,0.0689,1.001
1.164000,0.8397,-0.5479,0.0747,1.005
1.164000,0.8409,-0.5508,0.0811,1.009
1.167000,0.8431,-0.5521,0.0869,1.012
1.167000,0.8438,-0.5560,0.0906,1.015
1.168000,0.8438,-0.5560,0.0952,1.015
1.169000,0.8421,-0.5550,0.0950,1.013
1.172000,0.8370,-0.5557,0.0962,1.009
1.174000,0.8341,-0.5562,0.0940,1.007
1.178000,0.8285,-0.5572,0.0903,1.002
1.180000,0.8226,-0.5574,0.0874,0.998
1.181000,0.8177,-0.5567,0.0845,0.993
1.183000,0.8138,-0.5587,0.0786,0.990
1.186000,0.8119,-0.5565,0.0723,0.987
1.189000,0.8077,-0.5565,0.0659,0.983
1.191000,0.8043,-0.5591,0.0598,0.981
1.193000,0.8009,-0.5582,0.0547,0.978
1.197000,0.7996,-0.5572,0.0505,0.976
1.211000,0.7982,-0.5587,0.0474,0.975
1.212000,0.7977,-0.5594,0.0432,0.975
1.214000,0.8006,-0.5604,0.0418,0.978
1.215000,0.8021,-0.5613,0.0378,0.980
1.215000,0.8075,-0.5635,0.0364,0.985
1.216000,0.8116,-0.5640,0.0335,0.989
1.217000,0.8155,-0.5648,0.0361,0.993
1.217000,0.8184,-0.5655,0.0356,0.995
1.218000,0.8192,-0.5640,0.0352,0.995
1.224000,0.8226,-0.5638,0.0364,0.998
1.224000,0.8245,-0.5645,0.0361,1.000
1.225000,0.8241,-0.5628,0.0361,0.999
1.233000,0.8241,-0.5611,0.0330,0.997
1.234000,0.8255,-0.5587,0.0308,0.997
1.234000,0.8260,-0.5616,0.0303,0.999
1.235000,0.8267,-0.5616,0.0291,1.000
1.236000,0.8289,-0.5601,0.0313,1.001
1.238000,0.8338,-0.5611,0.0313,1.006
1.240000,0.8375,-0.5594,0.0330,1.008
1.242000,0.8429,-0.5599,0.0317,1.012
1.247000,0.8497,-0.5608,0.0303,1.019
1.249000,0.8563,-0.5633,0.0305,1.025
1.250000,0.8641,-0.5655,0.0308,1.033
1.253000,0.8702,-0.5645,0.0317,1.038
1.255000,0.8758,-0.5677,0.0308,1.044
1.257000,0.8788,-0.5696,0.0298,1.048
1.259000,0.8807,-0.5728,0.0273,1.051
1.262000,0.8814,-0.5738,0.0222,1.052
1.266000,0.8792,-0.5735,0.0183,1.050
1.267000,0.8768,-0.5735,0.0161,1.048
1.268000,0.8726,-0.5750,0.0107,1.045
1.270000,0.8678,-0.5757,0.0078,1.041
1.273000,0.8634,-0.5753,0.0022,1.037
1.275000,0.8578,-0.5750,-0.0024,1.033
1.278000,0.8543,-0.5765,-0.0046,1.031
1.281000,0.8509,-0.5765,-0.0081,1.028
1.283000,0.8458,-0.5772,-0.0085,1.024
1.285000,0.8424,-0.5789,-0.0088,1.022
1.288000,0.8392,-0.5792,-0.0088,1.020
1.290000,0.8350,-0.5806,-0.0090,1.017
1.292000,0.8321,-0.5821,-0.0085,1.016
1.297000,0.8267,-0.5821,-0.0078,1.011
1.298000,0.8253,-0.5816,-0.0063,1.010
1.299000,0.8233,-0.5848,-0.0022,1.010
1.302000,0.8228,-0.5840,0.0007,1.009
1.304000,0.8206,-0.5828,0.0032,1.007
1.308000,0.8202,-0.5860,0.0061,1.008
1.309000,0.8187,-0.5853,0.0085,1.006
1.325000,0.8180,-0.5860,0.0103,1.006
1.326000,0.8182,-0.5875,0.0110,1.007
1.327000,0.8143,-0.5906,0.0139,1.006
1.328000,0.8123,-0.5911,0.0159,1.005
1.330000,0.8116,-0.5906,0.0171,1.004
1.332000,0.8082,-0.5928,0.0193,1.002
1.332000,0.8065,-0.5945,0.0220,1.002
